ensembl_transcript_id_version,cds_length,percentage_gene_gc_content,gene
ENST00000261537.6,3021,38.64,MIB1
ENST00000505820.6,2868,66.39,MIB2
ENST00000309324.8,357,60.16,MICOS13
ENST00000614558.2,552,53.77,MID1IP1
ENST00000300952.6,1536,65.96,MIDN
ENST00000264819.6,1638,53.69,MIER2
ENST00000325102.12,669,55.76,MIF4GD
ENST00000305428.7,2751,43.72,MINAR1
ENST00000611091.4,618,44.08,MIS12
ENST00000587086.2,660,67.75,MISP3
ENST00000587086.2,1086,67.75,MISP3
ENST00000352241.8,1581,38.57,MITF
ENST00000366810.5,699,50.97,MIXL1
ENST00000371945.9,1239,48.24,MKNK1
ENST00000250896.7,1398,64.23,MKNK2
ENST00000564146.3,672,43.71,MKRN2OS
ENST00000393119.6,1680,47.45,MKS1
ENST00000311597.9,1134,55.49,MLC1
ENST00000231790.6,2271,41.91,MLH1
ENST00000355774.6,4362,41.37,MLH3
ENST00000368921.4,273,43.07,MLLT11
ENST00000305963.2,396,38.96,MMGT1
ENST00000380390.5,786,37.28,MMP26
ENST00000309395.6,651,40.16,MOB1B
ENST00000319928.7,651,54.13,MOB3C
ENST00000448666.6,2514,57.9,MOGS
ENST00000644631.2,456,39.58,MORN2
ENST00000545383.5,3636,47.59,MOV10L1
ENST00000423387.3,411,56.7,MPC1L
ENST00000372470.8,1908,48.16,MPL
ENST00000398389.8,1758,48.95,MPP3
ENST00000358117.9,885,40.01,MPPED2
ENST00000672287.1,747,50.52,MPZ
ENST00000614012.4,1026,46.09,MR1
ENST00000323929.7,2127,37.3,MRE11
ENST00000441623.1,1032,59.96,MRGPRF
ENST00000242257.13,741,49.81,MRM2
ENST00000621837.1,1480,59.11,MROH5
ENST00000621837.1,3957,51.36,MROH5
ENST00000621837.1,3957,51.36,MROH5
ENST00000400441.7,3159,45.32,MROH8
ENST00000400441.7,3129,45.33,MROH8
ENST00000309352.3,1143,57.19,MRPL38
ENST00000352957.8,1017,37.94,MRPL39
ENST00000333130.3,621,48.17,MRPL40
ENST00000549982.5,429,39.32,MRPL42
ENST00000318364.12,480,53.18,MRPL43
ENST00000308018.8,417,54.74,MRPS12
ENST00000308018.8,417,55.6,MRPS12
ENST00000372133.7,591,49.08,MRPS18A
ENST00000614145.4,264,46.47,MRPS21
ENST00000261413.9,1245,39.24,MRPS27
ENST00000397375.6,657,65.5,MRPS34
ENST00000378386.7,1332,39.3,MRS2
ENST00000571589.5,3300,38.53,MRTFB
ENST00000345732.8,894,40.02,MS4A1
ENST00000529108.5,1197,45.96,MS4A18
ENST00000374979.7,1680,40.11,MSANTD2
ENST00000325509.4,621,58.71,MSC
ENST00000233146.6,2805,45.38,MSH2
ENST00000234420.9,4083,44.65,MSH6
ENST00000442466.1,2259,61.12,MSLNL
ENST00000361871.7,351,58.32,MSRB1
ENST00000361871.7,681,58.32,MSRB1
ENST00000449682.2,2178,60.67,MST1
ENST00000245564.6,1713,46.31,MSTO1
ENST00000332374.4,186,54.64,MT1H
ENST00000200691.4,207,61.39,MT3
ENST00000370823.7,1221,49.97,MTG2
ENST00000367321.7,2937,43.5,MTHFD1L
ENST00000325278.6,1044,36.15,MTHFD2L
ENST00000376590.8,1971,54.64,MTHFR
ENST00000258874.3,612,40.35,MTHFS
ENST00000381120.7,837,42.6,MTIF3
ENST00000370396.6,1812,39.78,MTM1
ENST00000296003.8,1953,49.36,MTMR14
ENST00000346299.9,1932,36.51,MTMR2
ENST00000401950.6,3597,40.64,MTMR3
ENST00000381801.5,1866,37.71,MTMR6
ENST00000257068.2,1089,47.16,MTNR1B
ENST00000263063.8,1749,43.36,MTPAP
ENST00000518547.5,2268,45.65,MTSS1
ENST00000457717.5,2685,35.86,MTTP
ENST00000536621.5,16008,51.95,MUC12
ENST00000424466.6,24669,37.47,MUC19
ENST00000616479.1,4182,64.12,MUC2
ENST00000616479.1,15393,63.46,MUC2
ENST00000616479.1,8454,63.82,MUC2
ENST00000672818.1,1566,51.04,MUTYH
ENST00000309212.10,1329,65.3,MXRA8
ENST00000618728.4,2286,39.73,MYB
ENST00000254718.8,3987,59.79,MYBBP1A
ENST00000522677.7,2259,36.72,MYBL1
ENST00000613283.2,1365,51.53,MYC
ENST00000652471.1,2826,50.67,MYCBPAP
ENST00000367245.5,708,35.55,MYCT1
ENST00000396334.8,891,54.24,MYD88
ENST00000262947.7,522,54.73,MYDGF
ENST00000273353.4,5781,38.87,MYH15
ENST00000405093.8,5820,53.35,MYH6
ENST00000262873.11,5826,53.87,MYH7B
ENST00000216181.10,5883,52.37,MYH9
ENST00000228841.13,501,47.63,MYL2
ENST00000400159.6,522,65.53,MYL5
ENST00000550697.5,456,51.25,MYL6
ENST00000349841.9,1833,36.36,MYNN
ENST00000645453.2,9291,58.76,MYO15B
ENST00000527372.6,6165,53.73,MYO18A
ENST00000335473.11,7704,45.93,MYO18B
ENST00000614623.4,2913,47.58,MYO19
ENST00000614623.4,2913,47.58,MYO19
ENST00000613525.4,3297,52.54,MYO1F
ENST00000431443.6,3117,43.12,MYO1H
ENST00000399231.7,5643,39.93,MYO5A
ENST00000356443.8,5058,40.55,MYOM1
ENST00000239926.8,1497,36.99,MYOT
ENST00000307128.5,795,36.63,MYOZ2
ENST00000540630.5,3963,40.41,MYPN
ENST00000399161.7,3561,44.5,MYT1L
ENST00000281871.10,477,57.61,MZT2B
ENST00000281871.10,657,57.62,MZT2B
ENST00000267068.5,1752,39.02,N4BP2L2
ENST00000575771.5,378,44.28,NAA38
ENST00000425611.7,615,38.45,NABP1
ENST00000517649.5,4212,43.17,NAIP
ENST00000517649.5,4212,43.19,NAIP
ENST00000517649.5,4212,43.19,NAIP
ENST00000528386.3,918,46.61,NANOGP8
ENST00000339133.5,579,56.97,NANOS3
ENST00000339133.5,579,56.97,NANOS3
ENST00000423729.2,909,66.53,NAT8L
ENST00000309957.2,990,50.08,NAXD
ENST00000400445.7,8904,35.01,NBEA
ENST00000450053.7,8265,59.9,NBEAL2
ENST00000265433.7,2265,37,NBN
ENST00000651566.1,11532,43.87,NBPF19
ENST00000392971.6,16938,43.91,NBPF20
ENST00000620612.5,5022,40.69,NBPF26
ENST00000620612.5,4347,40.7,NBPF26
ENST00000318249.9,1902,43.05,NBPF3
ENST00000415641.7,1917,44.98,NBPF4
ENST00000415641.7,1917,44.93,NBPF4
ENST00000495380.6,1917,44.91,NBPF6
ENST00000495380.6,2004,45.04,NBPF6
ENST00000316851.11,2577,41.7,NCAM1
ENST00000534548.6,4497,43.35,NCAPD3
ENST00000475381.6,1227,41.72,NCEH1
ENST00000289473.10,1173,54.12,NCF1
ENST00000405201.5,7545,57.38,NCOR2
ENST00000334527.11,1038,44.62,NDEL1
ENST00000612570.4,1011,35.46,NDFIP2
ENST00000252102.8,300,50.91,NDUFA2
ENST00000377811.3,462,51.8,NDUFB11
ENST00000274137.9,375,48.31,NDUFS6
ENST00000397345.7,25578,38.81,NEB
ENST00000305202.8,1161,53.25,NECAB2
ENST00000246190.10,1191,59.54,NECAB3
ENST00000266742.8,1983,35.02,NEDD1
ENST00000435532.7,2703,38.49,NEDD4
ENST00000610854.1,1632,44.3,NEFL
ENST00000343053.5,1887,56.43,NELFB
ENST00000429094.6,2451,36.23,NELL2
ENST00000369780.8,1725,50.53,NEURL1
ENST00000372518.4,858,56.39,NEURL2
ENST00000295108.3,1071,38.17,NEUROD1
ENST00000334785.11,2028,39.06,NEXN
ENST00000338641.9,1788,45.79,NF2
ENST00000329021.9,813,54.9,NFAM1
ENST00000360049.8,3723,47.92,NFASC
ENST00000320805.8,1260,49.47,NFATC2IP
ENST00000592199.5,1509,55.31,NFIX
ENST00000216797.9,954,55.82,NFKBIA
ENST00000410022.6,765,41.57,NFU1
ENST00000341376.10,1044,40.69,NFYA
ENST00000447388.7,1008,42.65,NFYC
ENST00000298352.4,456,57.2,NGB
ENST00000369512.2,726,44.05,NGF
ENST00000379095.4,876,46.83,NGRN
ENST00000356853.9,900,43.34,NHEJ1
ENST00000274606.7,462,52.05,NHP2
ENST00000633930.1,3678,45.33,NHSL2
ENST00000273598.7,642,52.99,NICN1
ENST00000422516.5,4149,49,NINL
ENST00000398014.6,1083,43.68,NIPA2
ENST00000311946.7,1215,47.53,NIPAL4
ENST00000317951.5,2499,61.47,NKPD1
ENST00000304449.6,2352,42.93,NKRF
ENST00000422806.1,1347,69.24,NKX1-1
ENST00000325017.3,906,58.2,NKX2-6
ENST00000295886.4,1104,53.12,NKX6-1
ENST00000589093.5,3102,42.56,NLRP11
ENST00000324134.10,3186,49.37,NLRP12
ENST00000342929.3,3132,43.4,NLRP13
ENST00000299481.4,3282,37.29,NLRP14
ENST00000391828.7,3105,46.68,NLRP3
ENST00000409265.8,2928,53.41,NLRX1
ENST00000258042.1,1173,35.55,NMBR
ENST00000393196.7,459,46.38,NME1
ENST00000219302.7,510,69.24,NME3
ENST00000168977.6,693,57.76,NMRK2
ENST00000255262.3,1248,37.97,NMUR2
ENST00000332822.5,699,59.17,NOG
ENST00000268605.11,627,58.11,NOL3
ENST00000261592.9,1917,34.88,NOL4
ENST00000621426.6,2043,54.44,NOL4L
ENST00000605788.5,2100,47.22,NOLC1
ENST00000622306.4,3669,46.04,NOMO2
ENST00000328848.5,195,43.96,NOP10
ENST00000328848.5,219,43.96,NOP10
ENST00000614830.4,537,49.26,NOP16
ENST00000317647.11,1350,41.08,NOSTRIN
ENST00000317647.11,1521,41.13,NOSTRIN
ENST00000362074.7,711,39.2,NOTCH2NLA
ENST00000593495.3,750,39.13,NOTCH2NLB
ENST00000530406.6,2298,46.26,NOX5
ENST00000356120.8,1116,63.61,NOXO1
ENST00000356120.8,1131,63.61,NOXO1
ENST00000380835.6,1080,41.41,NOXRED1
ENST00000329468.4,3471,47.54,NPAP1
ENST00000331251.3,987,54.89,NPBWR1
ENST00000267017.3,342,56.21,NPFF
ENST00000308744.10,1263,36.76,NPFFR2
ENST00000378910.9,3726,52.85,NPHS1
ENST00000367615.8,1152,41.64,NPHS2
ENST00000529166.5,1110,45.91,NPIPA2
ENST00000531598.6,1110,45.97,NPIPA3
ENST00000531598.6,1110,45.9,NPIPA3
ENST00000530217.2,1110,46.23,NPIPA7
ENST00000530217.2,1110,46.18,NPIPA7
ENST00000525596.5,1110,47.49,NPIPA8
ENST00000617311.1,2787,46.93,NPIPB12
ENST00000448012.6,1263,45.45,NPIPB3
ENST00000415645.6,3669,45.38,NPIPB4
ENST00000415645.6,3162,47.65,NPIPB4
ENST00000424340.5,3150,47.67,NPIPB5
ENST00000424340.5,3402,43.89,NPIPB5
ENST00000452313.5,1245,46.01,NPIPB7
ENST00000367553.5,963,41.95,NPL
ENST00000370110.5,537,57.73,NPM3
ENST00000379987.6,1698,38.07,NPNT
ENST00000342694.6,3144,49.66,NPR2
ENST00000620134.4,1710,51.23,NPRL3
ENST00000398023.2,270,36.08,NPS
ENST00000333039.3,1503,55.46,NPTXR
ENST00000329610.5,498,55.12,NPW
ENST00000329610.5,498,55.12,NPW
ENST00000380455.9,696,46.72,NQO2
ENST00000367983.8,1047,48.75,NR1I3
ENST00000425241.5,1791,42.09,NR2C2
ENST00000331552.11,420,56.63,NR2C2AP
ENST00000368986.8,1158,47.84,NR2E1
ENST00000291442.3,1215,58.96,NR2F6
ENST00000359988.3,5193,43.56,NRAP
ENST00000379028.7,3915,39,NRCAM
ENST00000561028.5,714,49.87,NRL
ENST00000561028.5,714,49.83,NRL
ENST00000303212.2,594,55.86,NRTN
ENST00000265459.10,5139,54.53,NRXN2
ENST00000635466.1,4716,39.46,NRXN3
ENST00000439151.6,8091,42.57,NSD1
ENST00000216879.8,1113,45.86,NSFL1C
ENST00000474844.5,1155,47.09,NSUN4
ENST00000235628.1,1107,51.12,NT5C1A
ENST00000304081.8,1653,36.93,NT5C1B
ENST00000610140.6,996,37.98,NT5C3A
ENST00000593537.1,633,57.14,NTF4
ENST00000270235.8,1470,57.38,NTN5
ENST00000524377.5,2391,53.11,NTRK1
ENST00000277120.7,2517,41.07,NTRK2
ENST00000261402.6,1986,45.55,NUAK1
ENST00000664933.1,1887,51.29,NUAK2
ENST00000356714.5,471,56.76,NUDT1
ENST00000521288.1,588,48.83,NUDT16
ENST00000304301.10,636,65.97,NUDT16L1
ENST00000397061.3,1128,46.29,NUDT19
ENST00000322209.4,546,40.44,NUDT4B
ENST00000393695.7,6348,46.62,NUMA1
ENST00000262077.2,4428,40.21,NUP153
ENST00000378460.6,4209,41.86,NUP160
ENST00000368559.7,5667,42.89,NUP210L
ENST00000381718.7,1800,37.64,NUP58
ENST00000324873.7,249,50.5,NUPR1
ENST00000614490.4,3483,48.87,NUTM1
ENST00000614490.4,3483,48.85,NUTM1
ENST00000429828.5,2637,58.42,NUTM2B
ENST00000381697.6,2421,56.99,NUTM2D
ENST00000429984.4,2637,46.57,NUTM2E
ENST00000625106.3,1881,42.23,NXF2
ENST00000602195.5,1881,42.23,NXF2B
ENST00000301944.2,639,50.87,NXNL1
ENST00000375854.7,471,47.83,NXNL2
ENST00000375854.7,471,47.83,NXNL2
ENST00000534921.2,1644,37.37,NXPE1
ENST00000328741.5,759,59.75,NXPH3
ENST00000372106.5,429,37.39,NXT2
ENST00000342595.2,1431,46.96,NYX
ENST00000445409.6,1203,43.14,OAS1
ENST00000257570.9,1545,48.4,OASL
ENST00000368845.5,1320,42.49,OAT
ENST00000400999.6,708,48.79,OAZ3
ENST00000371776.5,513,64.23,OBP2A
ENST00000570156.6,26778,53.88,OBSCN
ENST00000264312.11,738,39.5,OCIAD1
ENST00000257627.4,330,45.95,OCM2
ENST00000311623.8,393,42.69,ODAPH
ENST00000372791.7,2739,49.1,ODF2
ENST00000228922.11,1053,59.54,OGFOD2
ENST00000302036.11,1038,49.74,OGG1
ENST00000378228.7,798,43.07,OLAH
ENST00000371793.7,1458,55.24,OLFM1
ENST00000264833.8,1365,50.51,OLFM2
ENST00000370103.8,1377,35.11,OLFM3
ENST00000294794.7,2253,48.23,OLFML2B
ENST00000375550.4,1266,36.12,OMD
ENST00000375550.4,1266,36.12,OMD
ENST00000370359.5,450,45.33,OOEP
ENST00000646438.1,582,38.18,OOSP3
ENST00000645590.1,555,36.51,OOSP4A
ENST00000645590.1,555,36.57,OOSP4A
ENST00000642343.1,483,37.35,OOSP4B
ENST00000642343.1,483,37.35,OOSP4B
ENST00000263275.4,540,49.77,OPA3
ENST00000599405.3,1095,52.88,OPN1MW3
ENST00000249389.2,1038,48.55,OPN1SW
ENST00000371211.6,1065,38.62,OPN5
ENST00000613482.2,1143,42.01,OPRK1
ENST00000299454.4,954,47.8,OR10A5
ENST00000310248.3,954,51.15,OR10AD1
ENST00000641351.1,939,40.62,OR10D3
ENST00000641224.1,936,42.69,OR10G8
ENST00000305899.4,948,57.14,OR10H2
ENST00000642092.1,948,48.11,OR10H5
ENST00000332217.5,940,49.47,OR10J3
ENST00000332217.5,990,48.69,OR10J3
ENST00000309675.2,942,58.39,OR10P1
ENST00000368152.1,975,34.14,OR10R2
ENST00000531945.1,969,54.06,OR10S1
ENST00000357366.4,936,39.89,OR11G2
ENST00000357366.4,936,39.89,OR11G2
ENST00000252835.5,948,43.04,OR11H1
ENST00000550708.1,981,43.43,OR11H12
ENST00000641517.1,948,43.04,OR11H2
ENST00000315409.2,945,41.07,OR11H4
ENST00000315409.2,945,41.07,OR11H4
ENST00000318763.7,945,42.43,OR13D1
ENST00000338616.5,927,45.95,OR13H1
ENST00000377981.3,939,58.89,OR13J1
ENST00000366485.1,945,36.6,OR14A2
ENST00000623530.1,954,38.21,OR1B1
ENST00000304646.2,939,47.77,OR1F1
ENST00000328890.2,942,48.94,OR1G1
ENST00000304820.4,975,42.67,OR1L3
ENST00000616791.2,951,48.14,OR1N2
ENST00000624470.2,939,42.47,OR1S1
ENST00000302592.7,939,45.47,OR1S2
ENST00000641044.1,933,39.12,OR2A1
ENST00000641044.1,921,56.24,OR2A1
ENST00000408979.2,954,50.42,OR2A2
ENST00000408979.2,957,50.05,OR2A2
ENST00000316368.2,972,48.66,OR2AE1
ENST00000641852.1,963,42.81,OR2AK2
ENST00000299459.2,927,46.17,OR2D2
ENST00000317834.4,993,44.51,OR2D3
ENST00000408955.2,954,49.9,OR2F2
ENST00000408955.2,954,48.11,OR2F2
ENST00000641137.1,948,44.7,OR2I1P
ENST00000641659.1,939,41.4,OR2J1
ENST00000641659.1,939,35.9,OR2J1
ENST00000641151.1,936,45.62,OR2J3
ENST00000641151.1,936,34.93,OR2J3
ENST00000641151.1,936,45.62,OR2J3
ENST00000641151.1,936,45.62,OR2J3
ENST00000641151.1,936,45.62,OR2J3
ENST00000641151.1,774,45.99,OR2J3
ENST00000641151.1,936,45.62,OR2J3
ENST00000641151.1,936,45.62,OR2J3
ENST00000302681.2,951,38.25,OR2K2
ENST00000366475.1,1047,49.67,OR2T4
ENST00000366475.1,1047,49.67,OR2T4
ENST00000366475.1,963,49.64,OR2T4
ENST00000366475.1,963,49.64,OR2T4
ENST00000641945.1,939,39.99,OR2T8
ENST00000377175.1,963,41.15,OR2W1
ENST00000377175.1,963,41.15,OR2W1
ENST00000377175.1,963,41.02,OR2W1
ENST00000377175.1,963,41.15,OR2W1
ENST00000377175.1,963,41.15,OR2W1
ENST00000377175.1,963,41.15,OR2W1
ENST00000377175.1,963,41.15,OR2W1
ENST00000377175.1,963,41.15,OR2W1
ENST00000307832.2,936,51.39,OR2Y1
ENST00000291231.1,948,42.41,OR3A3
ENST00000314706.3,945,41.38,OR4A15
ENST00000314721.4,987,41.24,OR4A16
ENST00000446524.1,930,43.33,OR4A47
ENST00000673480.1,921,43.32,OR4C45
ENST00000307033.2,957,49.22,OR4D5
ENST00000300127.2,945,49.95,OR4D6
ENST00000641792.1,948,39.49,OR4E1
ENST00000332831.4,939,46.01,OR4F16
ENST00000320901.3,939,45.69,OR4F21
ENST00000426406.3,939,46.01,OR4F29
ENST00000326183.3,972,41.7,OR4F4
ENST00000326183.3,972,41.7,OR4F4
ENST00000335137.4,981,32.06,OR4F5
ENST00000641512.1,975,43.08,OR4K15
ENST00000641512.1,975,43.08,OR4K15
ENST00000315543.4,939,36.85,OR4K17
ENST00000315543.4,939,36.85,OR4K17
ENST00000315915.4,972,41.26,OR4K5
ENST00000315915.4,972,41.26,OR4K5
ENST00000614722.2,942,36,OR4M2
ENST00000614722.2,939,44.09,OR4M2
ENST00000328795.5,948,47.15,OR4N4
ENST00000328795.5,951,43.33,OR4N4
ENST00000331723.1,966,36.01,OR4Q3
ENST00000624868.1,912,49.12,OR4X2
ENST00000641159.1,939,38.42,OR51C1P
ENST00000380383.1,960,44.27,OR51F1
ENST00000322101.4,972,52.78,OR51S1
ENST00000321255.1,948,45.78,OR51V1
ENST00000380367.2,939,36.26,OR52A1
ENST00000530810.1,972,48.87,OR52B2
ENST00000671842.1,926,43.95,OR52E1
ENST00000537935.1,942,45.86,OR52E8
ENST00000322653.6,945,41.09,OR52H1
ENST00000530443.3,975,50.15,OR52I1
ENST00000317037.2,966,35.48,OR52N2
ENST00000641350.1,966,39.34,OR52N4
ENST00000311352.2,963,53.89,OR52W1
ENST00000326855.2,930,39.03,OR5AK2
ENST00000544374.2,951,43.64,OR5AP2
ENST00000624596.1,933,46.84,OR5AR1
ENST00000641921.1,945,35.62,OR5B12
ENST00000641342.1,930,36.77,OR5B2
ENST00000360374.2,930,43.88,OR5B21
ENST00000333976.6,942,45.75,OR5D18
ENST00000356526.3,930,33.91,OR5H2
ENST00000427338.2,951,39.22,OR5K2
ENST00000526812.4,948,44.51,OR5M10
ENST00000528616.4,918,46.3,OR5M11
ENST00000327216.4,936,44.76,OR5M8
ENST00000327216.4,936,44.76,OR5M8
ENST00000329434.2,969,43.96,OR5P2
ENST00000329434.2,969,43.69,OR5P2
ENST00000329434.2,969,43.69,OR5P2
ENST00000313264.6,957,37.73,OR5T2
ENST00000313264.6,957,37.73,OR5T2
ENST00000313264.6,1080,39.26,OR5T2
ENST00000303059.3,969,38.91,OR5T3
ENST00000303059.3,969,38.91,OR5T3
ENST00000303059.3,1023,38.81,OR5T3
ENST00000402971.3,939,55.91,OR6B2
ENST00000641019.1,996,43.53,OR6B3
ENST00000379665.2,939,37.49,OR6C65
ENST00000343870.4,939,33.14,OR6C74
ENST00000368144.2,960,45.65,OR6K6
ENST00000309154.2,942,46.71,OR6M1
ENST00000302622.3,954,49.58,OR6Q1
ENST00000321252.2,972,52.06,OR6T1
ENST00000418316.1,942,54.09,OR6V1
ENST00000418316.1,942,53.08,OR6V1
ENST00000327930.2,939,47.07,OR6X1
ENST00000322301.4,960,41.55,OR7A5
ENST00000305456.2,975,45.24,OR7G2
ENST00000641451.1,942,41.22,OR8B2
ENST00000356130.6,930,45.7,OR8B4
ENST00000624618.1,936,43.59,OR8D2
ENST00000641992.1,936,34.12,OR8G5
ENST00000302124.7,933,42.66,OR8I2
ENST00000279783.4,960,39.9,OR8K1
ENST00000279783.4,960,39.9,OR8K1
ENST00000279783.4,960,39.9,OR8K1
ENST00000310194.1,939,49.84,OR8S1
ENST00000350513.2,933,44.8,OR9A2
ENST00000350513.2,933,44.8,OR9A2
ENST00000611770.4,765,54.68,ORAI2
ENST00000259396.8,606,55.12,ORM1
ENST00000431067.3,606,55.19,ORM2
ENST00000396556.6,2295,42.46,OSBPL10
ENST00000313733.8,1443,52.75,OSBPL2
ENST00000392507.7,2529,57.84,OSBPL7
ENST00000297565.8,939,51.03,OSR2
ENST00000339051.2,402,36.16,OSTN
ENST00000646100.1,3420,44.79,OTOA
ENST00000272371.6,5994,52.82,OTOF
ENST00000399397.5,8742,48.82,OTOG
ENST00000547103.6,7062,36.8,OTOGL
ENST00000296358.4,1839,45.6,OTOP1
ENST00000331427.8,1689,55.73,OTOP2
ENST00000580749.2,1737,53.47,OTOP3
ENST00000246081.2,387,41.74,OTOR
ENST00000306422.4,978,47.31,OTP
ENST00000538426.5,816,59.12,OTUB1
ENST00000376495.4,1446,53.28,OTUD1
ENST00000307050.5,2802,43.36,OTUD7A
ENST00000672264.1,894,45.57,OTX2
ENST00000533663.5,1698,41.41,OVCH2
ENST00000633214.1,573,56.44,OVOL3
ENST00000378661.3,1155,62.31,OXER1
ENST00000316793.7,1170,49.96,OXTR
ENST00000337233.8,1167,50.2,P2RX4
ENST00000413302.6,1326,56.14,P2RX6
ENST00000302632.3,1029,35.65,P2RY12
ENST00000374519.3,1098,57.04,P2RY4
ENST00000618468.4,987,51.57,P2RY6
ENST00000296388.9,2211,50.04,P3H1
ENST00000506599.1,288,54.94,P3R3URF
ENST00000310571.7,1179,42.99,PAAF1
ENST00000255136.7,1860,47.22,PABPC1L
ENST00000373521.3,603,52.27,PABPC1L2B
ENST00000281589.4,1896,39.47,PABPC3
ENST00000216727.8,921,50.18,PABPN1
ENST00000419291.6,837,64.6,PABPN1L
ENST00000261455.8,1053,44.57,PACC1
ENST00000374951.5,342,34.42,PAGE3
ENST00000512576.2,1278,39.99,PAICS
ENST00000356341.7,1638,39.9,PAK1
ENST00000261584.8,3561,43.55,PALB2
ENST00000455264.6,2922,35.93,PAM
ENST00000619888.4,2163,41.96,PAMR1
ENST00000440411.7,3597,47.67,PAN2
ENST00000342512.3,1386,39.83,PANK1
ENST00000316562.8,1383,45.01,PANK2
ENST00000620120.3,648,66.9,PANO1
ENST00000216277.12,2238,36.57,PAPOLA
ENST00000374296.3,1041,52.5,PAQR7
ENST00000340634.5,1134,41.68,PAQR9
ENST00000458121.6,1038,63.26,PARD6A
ENST00000317096.8,1140,41.83,PARL
ENST00000263549.7,2106,45.56,PARP12
ENST00000431474.5,1602,59.21,PARP3
ENST00000327680.6,1740,36.45,PARPBP
ENST00000338758.11,1095,50.79,PARVB
ENST00000642238.1,5649,40.65,PATJ
ENST00000434130.5,1632,42.91,PATL2
ENST00000355243.7,1185,51.28,PAX2
ENST00000392070.6,1455,39.73,PAX3
ENST00000420696.6,1293,41.67,PBX1
ENST00000546463.5,1089,43.79,PCBP2
ENST00000287008.7,3714,54.9,PCDH1
ENST00000231484.3,3555,48.79,PCDH12
ENST00000320301.10,5223,34.63,PCDH15
ENST00000344876.8,3408,36.59,PCDH18
ENST00000409204.4,2856,44.43,PCDH20
ENST00000504120.3,2853,40.15,PCDHA1
ENST00000504120.3,2853,40.15,PCDHA1
ENST00000398640.6,2850,39.64,PCDHA11
ENST00000398640.6,2850,39.64,PCDHA11
ENST00000532602.1,2853,39.95,PCDHA9
ENST00000532602.1,2853,39.95,PCDHA9
ENST00000253807.2,2892,39.43,PCDHAC1
ENST00000253807.2,2892,39.43,PCDHAC1
ENST00000306549.5,2457,39.96,PCDHB1
ENST00000306549.5,2457,39.96,PCDHB1
ENST00000239449.6,2397,45.82,PCDHB14
ENST00000239449.6,2397,45.82,PCDHB14
ENST00000609684.2,2331,47.47,PCDHB16
ENST00000609684.2,2331,47.47,PCDHB16
ENST00000231136.3,2385,50.26,PCDHB6
ENST00000231136.3,2385,50.26,PCDHB6
ENST00000517417.2,2796,44.99,PCDHGA1
ENST00000398610.2,2811,45.53,PCDHGA10
ENST00000253812.7,2799,45.18,PCDHGA3
ENST00000518069.1,2796,45.2,PCDHGA5
ENST00000517434.2,2799,45.24,PCDHGA6
ENST00000398604.2,2799,45.19,PCDHGA8
ENST00000573521.1,2799,45.51,PCDHGA9
ENST00000523390.1,2784,45.18,PCDHGB1
ENST00000522605.1,2796,45.22,PCDHGB2
ENST00000519479.1,2772,45.37,PCDHGB4
ENST00000617380.1,2772,45.44,PCDHGB5
ENST00000520790.1,2793,45.54,PCDHGB6
ENST00000398594.3,2790,45.57,PCDHGB7
ENST00000306593.1,2817,51.81,PCDHGC4
ENST00000252087.2,2835,51.68,PCDHGC5
ENST00000362003.9,729,56.17,PCGF3
ENST00000325083.12,6075,36.54,PCM1
ENST00000464889.6,684,41.51,PCMT1
ENST00000355703.3,6105,60.5,PCNX3
ENST00000300954.9,2268,62.23,PCSK4
ENST00000376752.8,5664,40.15,PCSK5
ENST00000538936.6,1170,64.4,PCYT2
ENST00000435564.5,1590,36.57,PDE1A
ENST00000359062.3,3426,35.94,PDE3A
ENST00000496514.5,2565,56.85,PDE6B
ENST00000264917.9,2658,41.55,PDE8B
ENST00000402802.7,591,60.14,PDGFA
ENST00000545074.5,1173,44.44,PDHA1
ENST00000219406.10,1578,64.19,PDIA2
ENST00000282077.7,1311,39.52,PDK1
ENST00000284767.11,1095,39.95,PDLIM3
ENST00000288050.8,2640,47.1,PDPR
ENST00000239666.8,423,47.85,PDZD11
ENST00000424898.2,795,44.63,PDZD9
ENST00000424898.2,795,44.64,PDZD9
ENST00000417171.5,1560,44.57,PDZK1
ENST00000360472.8,393,51.75,PEA15
ENST00000433179.3,2373,67.73,PERM1
ENST00000447513.6,981,61.52,PEX10
ENST00000613219.4,1080,42.42,PEX12
ENST00000368072.9,900,46.35,PEX19
ENST00000225655.5,423,57.98,PFN1
ENST00000239940.11,423,39.59,PFN2
ENST00000378149.7,1167,53.13,PGA4
ENST00000312403.9,1167,52.09,PGA5
ENST00000332995.11,1743,41.21,PHACTR1
ENST00000374516.7,1704,57.49,PHF1
ENST00000374516.7,1704,57.53,PHF1
ENST00000634607.1,2847,34.85,PHF14
ENST00000395386.6,3054,34.77,PHF20L1
ENST00000629843.2,1596,52.73,PHF21B
ENST00000242315.3,1203,47.82,PHF24
ENST00000262043.7,6120,36.07,PHF3
ENST00000370803.7,1098,37.45,PHF6
ENST00000338154.10,3075,43.07,PHF8
ENST00000297373.6,1164,54,PHKG1
ENST00000266671.9,1206,44.11,PHLDA1
ENST00000292140.9,1923,50.67,PHLDB3
ENST00000310544.8,804,56.75,PHOSPHO1
ENST00000226382.3,945,52.56,PHOX2B
ENST00000247665.11,378,66.23,PHPT1
