"Gene Symbol","Gene Accession Id","Allele Symbol","Allele Accession Id","Background Strain Name","Background Strain Accession Id","Chromosome","Phenotyping Center","Colony Id","Breeding Strategy","Total # Pups","Total # Male Pups","Total # Female Pups","Total # Hom Males","Total # Hom Females","Total # Hem Males","Total # WT Males","Total # WT Females","Total # Het Males","Total # Het Females","Percentage HOMs / HEMs","Supporting Data","Viability Phenotype HOMs/HEMIs","Viability Call Method","Comment","Procedure Link"
"Slc17a2","MGI:2443098","Slc17a2<em1(IMPC)J>","MGI:6294082","C57BL/6NJ","MGI:3056279","13","JAX","JR33591","HetXHet","101","43","58","9","21","No information available","8","11","26","26","0.297029702970297","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc17a3","MGI:2389216","Slc17a3<tm2b(KOMP)Wtsi>","MGI:5637136","C57BL/6NTac","MGI:2164831","13","MRC Harwell","H-SLC17A3-F08-TM1B","HetXHet","152","73","79","25","27","No information available","16","15","32","37","0.34210526315789475","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc17a6","MGI:2156052","Slc17a6<tm1b(EUCOMM)Hmgu>","MGI:5763820","C57BL/6NTac","MGI:2164831","7","MRC Harwell","H-SLC17A6-H07-TM1B","HetXHet","37","19","18","0","0","No information available","5","7","14","11","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc17a7","MGI:1920211","Slc17a7<em1(IMPC)H>","MGI:6153821","C57BL/6NTac","MGI:2164831","7","MRC Harwell","H-SLC17A7-DEL907-EM1-B6N","HetXHet","55","29","26","2","2","No information available","12","8","15","16","0.07272727272727272","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc17a8","MGI:3039629","Slc17a8<em1(IMPC)Mbp>","MGI:6277038","C57BL/6NCrl","MGI:2683688","10","UC Davis","CR10107","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","211","101","110","20","22","0","29","16","52","72","0.1990521327014218","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc17a9","MGI:1919107","Slc17a9<tm1.1(KOMP)Vlcg>","MGI:5695923","C57BL/6NCrl","MGI:2683688","2","UC Davis","BL4145","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","114","65","49","16","12","0","23","10","26","27","0.24561403508771928","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc18b1","MGI:1923556","Slc18b1<em1(IMPC)Bay>","MGI:6414558","C57BL/6N","MGI:2159965","10","BCM","SBBHB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","178","96","82","27","16","0","23","24","46","42","0.24157303370786518","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc1a1","MGI:105083","Slc1a1<tm1b(KOMP)Wtsi>","MGI:5529617","C57BL/6NJ","MGI:3056279","19","JAX","JR24411","HetXHet","64","23","41","9","17","No information available","5","6","9","18","0.40625","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc1a3","MGI:99917","Slc1a3<tm1.1(KOMP)Mbp>","MGI:5443926","C57BL/6NJ","MGI:3056279","15","JAX","JR18557","HetXHet","54","24","30","1","6","No information available","7","8","16","16","0.12962962962962962","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc1a4","MGI:2135601","Slc1a4<tm1e(KOMP)Wtsi>","MGI:6256798","C57BL/6N","MGI:2159965","11","WTSI","MENZ","HetXHet","143","77","66","18","17","No information available","22","15","37","34","0.24475524475524477","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc20a2","MGI:97851","Slc20a2<tm1a(EUCOMM)Wtsi>","MGI:4431725","C57BL/6N","MGI:2159965","8","WTSI","MEQX","HetXHet","676","339","337","69","56","No information available","85","89","185","192","0.1849112426035503","Homozygous - Viable","viable","curated","Conflicting data","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc20a2","MGI:97851","Slc20a2<tm1b(EUCOMM)Wtsi>","MGI:5548966","C57BL/6NTac","MGI:2164831","8","HMGU","GSF-EPD0243_1_C06-1-1","HetXHet","55","28","27","3","3","No information available","9","4","16","20","0.10909090909090909","Homozygous - Subviable","subviable","curated","Conflicting data","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc22a15","MGI:3607704","Slc22a15<em1(IMPC)J>","MGI:6392063","C57BL/6NJ","MGI:3056279","3","JAX","JR34996","HetXHet","30","12","18","5","7","No information available","2","4","5","7","0.4","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc22a17","MGI:1926225","Slc22a17<em1(IMPC)H>","MGI:6144258","C57BL/6NTac","MGI:2164831","14","MRC Harwell","H-SLC22A17-DEL400-EM1-B6N","HetXHet","60","28","32","0","0","No information available","10","11","18","21","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc22a19","MGI:2442751","Slc22a19<em1(IMPC)Bay>","MGI:7425975","C57BL/6N","MGI:2159965","19","BCM","LAOBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","170","86","84","17","14","0","26","31","43","39","0.18235294117647058","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc22a29","MGI:3605624","Slc22a29<em1(IMPC)Mbp>","MGI:6158511","C57BL/6NCrl","MGI:2683688","19","UC Davis","CR10000","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","167","85","82","19","18","0","24","21","42","43","0.2215568862275449","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc22a3","MGI:1333817","Slc22a3<em1(IMPC)Mbp>","MGI:6276886","C57BL/6NCrl","MGI:2683688","17","UC Davis","CR10225","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","151","72","79","22","19","0","17","20","33","40","0.271523178807947","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc22a4","MGI:1353479","Slc22a4<tm1.1(KOMP)Vlcg>","MGI:6120715","C57BL/6NCrl","MGI:2683688","11","HMGU","HMGU-BL2138-1","HetXHet","88","42","46","11","10","No information available","13","15","18","21","0.23863636363636365","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc22a5","MGI:1329012","Slc22a5<em1(IMPC)Bay>","MGI:6257441","C57BL/6N","MGI:2159965","11","BCM","SLTTB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","185","70","115","0","0","0","21","38","49","77","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc22a7","MGI:1859559","Slc22a7<em1(IMPC)Tcp>","MGI:7435546","C57BL/6NCrl","MGI:2683688","17","TCP","AFDN","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","52","28","24","11","11","0","4","4","13","9","0.4230769230769231","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc22a8","MGI:1336187","Slc22a8<tm1b(KOMP)Wtsi>","MGI:5636960","C57BL/6NTac","MGI:2164831","19","MRC Harwell","H-SLC22A8-F12-TM1B","HetXHet","162","82","80","20","24","No information available","22","23","40","33","0.2716049382716049","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc23a3","MGI:104516","Slc23a3<em1(IMPC)Tcp>","MGI:5755087","C57BL/6NCrl","MGI:2683688","1","TCP","TCPR0311_em1","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","59","32","27","8","8","0","7","5","17","14","0.2711864406779661","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc24a3","MGI:2137513","Slc24a3<em1(IMPC)Kmpc>","MGI:6336134","C57BL/6NTac","MGI:2164831","2","KMPC","M0080-Slc24a3","HetXHet","118","53","65","28","37","No information available","5","8","20","20","0.5508474576271186","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc24a4","MGI:2447362","Slc24a4<tm1b(KOMP)Wtsi>","MGI:5637159","C57BL/6NTac","MGI:2164831","12","MRC Harwell","H-SLC24A4-H07-TM1B","HetXHet","73","36","37","4","1","No information available","13","14","19","22","0.0684931506849315","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc24a5","MGI:2677271","Slc24a5<tm1b(KOMP)Mbp>","MGI:5554824","C57BL/6NJ","MGI:3056279","2","JAX","JR24675","HetXHet","92","50","42","12","7","No information available","11","14","27","21","0.20652173913043478","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a1","MGI:1345283","Slc25a1<em1(IMPC)Kmpc>","MGI:6156346","C57BL/6NTac","MGI:2164831","16","KMPC","M0051-Slc25a1","HetXHet","253","124","129","0","0","No information available","36","47","88","82","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a1","MGI:1345283","Slc25a1<tm1b(EUCOMM)Wtsi>","MGI:5692627","C57BL/6N","MGI:2159965","16","BCM","SLTFB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","198","96","102","0","0","0","29","41","67","61","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc25a10","MGI:1353497","Slc25a10<tm1b(EUCOMM)Wtsi>","MGI:6120716","C57BL/6NCrl","MGI:2683688","11","HMGU","HMGU_Hos6333-EPD0594_3_A05","HetXHet","43","18","25","6","4","No information available","1","8","11","13","0.23255813953488372","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a12","MGI:1926080","Slc25a12<em1(IMPC)Hmgu>","MGI:6305719","C57BL/6NCrl","MGI:2683688","2","HMGU","HMGU_Slc25a12_Crispr1_AACR-1","HetXHet","39","16","23","0","0","No information available","6","12","10","11","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a13","MGI:1354721","Slc25a13<em1(IMPC)Hmgu>","MGI:6388371","C57BL/6NCrl","MGI:2683688","6","HMGU","HMGU_Slc25a13_Crispr1_AADU-1","HetXHet","66","36","30","6","9","No information available","14","9","16","12","0.22727272727272727","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a14","MGI:1330823","Slc25a14<em1(IMPC)Mbp>","MGI:6152642","C57BL/6NCrl","MGI:2683688","X","UC Davis","CR1165","Female parents genotype = Heterozygous X Male parents genotype = Hemizygous","89","41","48","0","21","23","18","0","0","27","0.4943820224719101","Hemizygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc25a15","MGI:1342274","Slc25a15<tm1b(EUCOMM)Hmgu>","MGI:5636973","C57BL/6NTac","MGI:2164831","8","HMGU","HMGU-HEPD0746_4_C02-1-1","HetXHet","34","20","14","0","0","No information available","7","8","13","6","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a18","MGI:1919053","Slc25a18<em1(IMPC)Mbp>","MGI:6152643","C57BL/6NCrl","MGI:2683688","6","UC Davis","CR1361","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","156","81","75","22","18","0","13","17","46","40","0.2564102564102564","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc25a18","MGI:1919053","Slc25a18<tm1b(KOMP)Wtsi>","MGI:6491207","C57BL/6NTac","MGI:2164831","6","KMPC","M0087-Slc25a18","HetXHet","27","12","15","5","1","No information available","1","6","6","8","0.2222222222222222","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a20","MGI:1928738","Slc25a20<tm1a(EUCOMM)Wtsi>","MGI:4431570","C57BL/6N","MGI:2159965","9","WTSI","MERS","HetXHet","100","50","50","0","0","No information available","14","15","36","35","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a21","MGI:2445059","Slc25a21<tm1d(KOMP)Wtsi>","MGI:5629856","B6Brd;B6Dnk;B6N-Tyr<c-Brd>","MGI:5446362","12","WTSI","MSLD","HetXHet","193","93","100","15","21","No information available","24","20","54","59","0.18652849740932642","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a24","MGI:1917160","Slc25a24<em1(IMPC)Bay>","MGI:6257553","C57BL/6N","MGI:2159965","3","BCM","SFTFB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","251","114","137","23","27","0","24","36","67","74","0.199203187250996","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc25a24","MGI:1917160","Slc25a24<tm1b(KOMP)Wtsi>","MGI:6120741","C57BL/6N","MGI:2159965","3","BCM","SLACB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","125","63","62","17","12","0","17","16","29","34","0.232","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc25a25","MGI:1915913","Slc25a25<tm1b(KOMP)Wtsi>","MGI:5696908","C57BL/6NCrl","MGI:2683688","2","UC Davis","TCPA0915Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","108","55","53","12","8","0","18","14","25","31","0.18518518518518517","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc25a28","MGI:2180509","Slc25a28<tm1b(EUCOMM)Wtsi>","MGI:5637123","C57BL/6N","MGI:2159965","19","WTSI","MUCS","HetXHet","64","28","36","6","8","No information available","6","10","16","18","0.21875","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a3","MGI:1353498","Slc25a3<tm1b(EUCOMM)Wtsi>","MGI:5548483","C57BL/6NCrl","MGI:2683688","10","UC Davis","BL2350","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","88","35","53","0","0","0","12","17","23","36","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc25a30","MGI:1914804","Slc25a30<tm1a(EUCOMM)Wtsi>","MGI:4842343","C57BL/6N","MGI:2159965","14","WTSI","MELD","HetXHet","125","50","75","7","19","No information available","16","19","27","37","0.208","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a35","MGI:1919248","Slc25a35<tm1.1(KOMP)Vlcg>","MGI:5505637","C57BL/6NJ","MGI:3056279","11","JAX","JR23414","HetXHet","75","44","31","12","10","No information available","11","5","21","16","0.29333333333333333","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a39","MGI:1196386","Slc25a39<em1(IMPC)Bay>","MGI:7425977","C57BL/6N","MGI:2159965","11","BCM","SABBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","66","32","34","0","0","0","12","15","20","19","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc25a4","MGI:1353495","Slc25a4<tm1a(EUCOMM)Wtsi>","MGI:4432177","C57BL/6N","MGI:2159965","8","WTSI","MDKZ","HetXHet","102","52","50","7","7","No information available","23","15","22","28","0.13725490196078433","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a40","MGI:2442486","Slc25a40<em1(IMPC)Bay>","MGI:7425978","C57BL/6N","MGI:2159965","5","BCM","SFABB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","170","103","67","14","14","0","26","15","63","38","0.16470588235294117","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc25a42","MGI:1920345","Slc25a42<em1(IMPC)J>","MGI:6342805","C57BL/6NJ","MGI:3056279","8","JAX","JR34121","HetXHet","44","20","24","2","0","No information available","9","9","9","15","0.045454545454545456","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a43","MGI:2684854","Slc25a43<tm1b(EUCOMM)Wtsi>","MGI:5697313","C57BL/6NTac","MGI:2164831","X","MRC Harwell","H-SLC25A43-A02-TM1B","HetXHem","164","104","60","45","26","No information available","59","0","0","34","0.4329268292682927","Hemizygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a44","MGI:2444391","Slc25a44<em1(IMPC)J>","MGI:6376222","C57BL/6NJ","MGI:3056279","3","JAX","JR34518","HetXHet","34","18","16","6","6","No information available","4","5","8","5","0.35294117647058826","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a46","MGI:1914703","Slc25a46<em1(IMPC)J>","MGI:5790100","C57BL/6NJ","MGI:3056279","18","JAX","JR29631","HetXHet","149","78","71","14","17","No information available","19","25","45","29","0.2080536912751678","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc25a47","MGI:2144766","Slc25a47<tm1b(EUCOMM)Hmgu>","MGI:5692782","C57BL/6N","MGI:2159965","12","BCM","SLCVB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","164","69","95","16","11","0","20","21","33","63","0.16463414634146342","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc25a48","MGI:2145373","Slc25a48<em1(IMPC)J>","MGI:6280027","C57BL/6NJ","MGI:3056279","13","JAX","JR33348","HetXHet","58","26","32","12","4","No information available","4","12","10","16","0.27586206896551724","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc26a10","MGI:2143920","Slc26a10<em1(IMPC)J>","MGI:5812587","C57BL/6NJ","MGI:3056279","10","JAX","JR30068","HetXHet","119","60","59","14","10","No information available","18","11","28","38","0.20168067226890757","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc26a2","MGI:892977","Slc26a2<em1(IMPC)Bay>","MGI:6257611","C57BL/6N","MGI:2159965","18","BCM","SLVAB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","242","128","114","0","0","0","37","43","91","71","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc26a9","MGI:2444594","Slc26a9<em1(IMPC)Mbp>","MGI:6276954","C57BL/6NCrl","MGI:2683688","1","UC Davis","CR10377","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","109","47","62","1","6","0","10","22","36","34","0.06422018348623854","Homozygous - Subviable","subviable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc27a3","MGI:1347358","Slc27a3<em1(IMPC)Tcp>","MGI:7425980","C57BL/6NCrl","MGI:2683688","3","TCP","AFAP","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","135","69","66","19","18","0","19","14","31","34","0.2740740740740741","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc27a6","MGI:3036230","Slc27a6<em1(IMPC)J>","MGI:6272674","C57BL/6NJ","MGI:3056279","18","JAX","JR33106","HetXHet","130","75","55","14","14","No information available","23","9","38","32","0.2153846153846154","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc28a2","MGI:1913105","Slc28a2<em1(IMPC)Bay>","MGI:6414494","C57BL/6N","MGI:2159965","2","BCM","SLAVB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","177","99","78","23","19","0","24","25","52","34","0.23728813559322035","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc28a3","MGI:2137361","Slc28a3<em1(IMPC)H>","MGI:6153822","C57BL/6NTac","MGI:2164831","13","MRC Harwell","H-SLC28A3-DEL738-EM1-B6N","HetXHet","140","86","54","12","10","No information available","30","18","44","26","0.15714285714285714","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc29a1","MGI:1927073","Slc29a1<tm2b(NCOM)Mfgc>","MGI:5513821","C57BL/6NCrl","MGI:2683688","17","TCP","TCPA0572Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","54","25","29","5","5","0","7","7","13","17","0.18518518518518517","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc29a3","MGI:1918529","Slc29a3<em1(IMPC)Mbp>","MGI:6382397","C57BL/6NCrl","MGI:2683688","10","UC Davis","CR10700","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","120","63","57","21","13","0","13","16","29","28","0.2833333333333333","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc29a4","MGI:2385330","Slc29a4<tm1b(KOMP)Wtsi>","MGI:5692811","C57BL/6N","MGI:2159965","5","BCM","SLCLB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","141","77","64","18","12","0","17","15","42","37","0.2127659574468085","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc2a10","MGI:2156687","Slc2a10<em1(IMPC)Bay>","MGI:6384601","C57BL/6N","MGI:2159965","2","BCM","STCGB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","159","72","87","21","19","0","20","27","31","41","0.25157232704402516","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc2a12","MGI:3052471","Slc2a12<em2(IMPC)Bay>","MGI:6257477","C57BL/6N","MGI:2159965","10","BCM","SLTOB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","132","54","78","16","20","0","10","21","28","37","0.2727272727272727","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc2a13","MGI:2146030","Slc2a13<em1(IMPC)Mbp>","MGI:6152644","C57BL/6NCrl","MGI:2683688","15","UC Davis","CR1639","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","219","122","97","36","23","0","26","30","60","44","0.2694063926940639","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc2a2","MGI:1095438","Slc2a2<tm1b(KOMP)Wtsi>","MGI:5575896","C57BL/6NTac","MGI:2164831","3","RBRC","RIKEN-Slc2a2-B08_","HetXHet","153","77","76","0","0","No information available","24","31","53","45","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc2a5","MGI:1928369","Slc2a5<tm1b(EUCOMM)Wtsi>","MGI:5613655","C57BL/6NTac","MGI:2164831","4","HMGU","H4346-EPD0636_4_E02-1","HetXHet","31","15","16","5","8","No information available","4","3","6","5","0.41935483870967744","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc2a7","MGI:3650865","Slc2a7<em1(IMPC)J>","MGI:6107621","C57BL/6NJ","MGI:3056279","4","JAX","JR31523","HetXHet","68","30","38","7","12","No information available","7","9","16","17","0.27941176470588236","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Slc30a2","MGI:106637","Slc30a2<em1(IMPC)Tcp>","MGI:6324180","C57BL/6NCrl","MGI:2683688","4","TCP","TCPR1286_AEFH","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","119","63","56","0","0","0","24","22","39","34","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc30a4","MGI:1345282","Slc30a4<em1(IMPC)Tcp>","MGI:6156460","C57BL/6NCrl","MGI:2683688","2","TCP","TCPR0918_ADOV","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","365","194","171","44","47","0","49","42","101","82","0.2493150684931507","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc30a6","MGI:2386741","Slc30a6<em1(IMPC)Bay>","MGI:7425981","C57BL/6N","MGI:2159965","17","BCM","STLBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","125","67","58","13","10","0","19","13","35","35","0.184","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc30a7","MGI:1913750","Slc30a7<em1(IMPC)Bay>","MGI:6279908","C57BL/6N","MGI:2159965","3","BCM","SLTCB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","210","116","94","17","21","0","28","18","71","55","0.18095238095238095","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc30a9","MGI:1923690","Slc30a9<em1(IMPC)Bay>","MGI:6414508","C57BL/6N","MGI:2159965","5","BCM","SLLBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","79","33","46","0","0","0","11","16","22","30","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Slc35a3","MGI:1917648","Slc35a3<em1(IMPC)Bay>","MGI:7425982","C57BL/6N","MGI:2159965","3","BCM","LSCBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","177","88","89","0","0","0","27","23","61","66","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
