tx_name,seqnames,start,end,width,strand,tx_id,exon_rank,phast,gene_symbol,transcript
ENST00000394140.9,chr3,100334757,100361635,26879,+,45222,7,0.115949254064511,NIT2,ENST00000394140
ENST00000394143.6,chrX,136300963,136416890,115928,+,247038,6,0.236092229659788,ADGRG4,ENST00000394143
ENST00000394152.7,chr7,99616946,99632408,15463,+,95096,5,0.158688482183276,ZSCAN25,ENST00000394152
ENST00000394166.8,chr15,96330700,96340258,9559,+,178866,3,0.822680196673293,NR2F2,ENST00000394166
ENST00000394175.6,chr17,39904595,39917540,12946,-,205481,1,0.068523095936969,GSDMB,ENST00000394175
ENST00000394180.6,chr3,98515480,98523066,7587,-,53101,5,0.29872149729801,CLDND1,ENST00000394180
ENST00000394186.3,chr7,99458309,99466161,7853,-,101179,1,0.0686361899910862,ATP5MF,ENST00000394186
ENST00000394191.3,chr3,98306752,98312843,6092,+,45140,2,0.0624917925147735,OR5H8,ENST00000394191
ENST00000394222.8,chr3,93980155,94055678,75524,+,45030,3,0.130077856045761,ARL13B,ENST00000394222
ENST00000394231.8,chr17,39728510,39730532,2023,-,205455,4,0.304152249134948,MIEN1,ENST00000394231
ENST00000394235.6,chr4,139057220,139177218,119999,-,66322,10,0.201505012541772,ELF2,ENST00000394235
ENST00000394249.8,chr15,90966040,90994535,28496,-,183089,5,0.178091661987647,PRC1,ENST00000394249
ENST00000394252.4,chr12,55681736,55684611,2876,+,150031,2,0.242176634214187,METTL7B,ENST00000394252
ENST00000394253.7,chr6,41789896,41894160,104265,-,87792,7,0.244955641874072,USP49,ENST00000394253
ENST00000394264.7,chr9,68780065,68785566,5502,+,115538,1,0.468466012359141,FAM122A,ENST00000394264
ENST00000394282.8,chr16,58464024,58513619,49596,+,187677,2,0.0945580288732962,NDRG4,ENST00000394282
ENST00000394303.8,chr17,39173453,39197669,24217,-,205416,13,0.278787628525416,CACNB1,ENST00000394303
ENST00000394308.8,chr7,97851677,97872408,20732,-,101079,5,0.159145282654833,ASNS,ENST00000394308
ENST00000394323.3,chr7,64990356,65006687,16332,-,99911,2,0.204677932892481,ERV3-1,ENST00000394323
ENST00000394334.7,chrX,132023302,132075943,52642,+,246879,7,0.321133315603513,STK26,ENST00000394334
ENST00000394391.9,chr16,57428187,57447385,19199,-,193102,9,0.137913432991302,CIAPIN1,ENST00000394391
ENST00000394412.8,chr15,89627977,89655467,27491,-,182996,5,0.196566148921465,KIF7,ENST00000394412
ENST00000394422.8,chrX,129906164,129929752,23589,+,246826,12,0.260367120267921,UTP14A,ENST00000394422
ENST00000394427.3,chr4,121328642,121381018,52377,-,65980,2,0.0957996830669949,QRFPR,ENST00000394427
ENST00000394456.10,chr19,6379572,6393164,13593,-,222819,13,0.103994703156036,GTF2F1,ENST00000394456
ENST00000394458.7,chr19,17281645,17287646,6002,+,216950,4,0.111712762412529,ANKLE1,ENST00000394458
ENST00000394468.7,chr7,93188534,93226469,37936,-,100850,3,0.15952657106706,HEPACAM2,ENST00000394468
ENST00000394485.5,chr16,56682470,56684196,1727,+,187346,3,0.0910248986682107,MT1X,ENST00000394485
ENST00000394507.5,chr7,92198969,92246100,47132,-,100728,9,0.23493592463719,KRIT1,ENST00000394507
ENST00000394519.5,chr5,141966837,141990290,23454,+,72218,4,0.263643728148716,RNF14,ENST00000394519
ENST00000394549.7,chr3,58192257,58210972,18716,-,52471,8,0.105717033554178,DNASE1L3,ENST00000394549
ENST00000394555.6,chr2,55865967,55924139,58173,-,34208,4,0.255396833582591,EFEMP1,ENST00000394555
ENST00000394566.5,chr17,35350305,35373620,23316,-,205068,5,0.13443986961743,SLFN11,ENST00000394566
ENST00000394573.6,chr15,84884662,84945798,61137,+,178199,14,0.0873546297659353,SLC28A1,ENST00000394573
ENST00000394576.3,chr5,141338760,141512975,174216,+,72137,1,0.299303737888596,PCDHGA2,ENST00000394576
ENST00000394620.2,chr17,34319435,34321402,1968,+,197788,3,0.0758130081300813,CCL8,ENST00000394620
ENST00000394631.7,chr4,109815510,109824740,9231,+,60455,4,0.167554977792222,GAR1,ENST00000394631
ENST00000394636.9,chr16,54930865,54934485,3621,+,187215,3,0.692571112952224,IRX5,ENST00000394636
ENST00000394657.12,chr16,53491040,53503209,12170,-,192802,2,0.273327855382087,AKTIP,ENST00000394657
ENST00000394668.2,chr4,108620656,108630412,9757,+,60432,4,0.0973659936455878,RPL34,ENST00000394668
ENST00000394684.8,chr4,107824563,107915047,90485,+,60371,6,0.160340387909599,SGMS2,ENST00000394684
ENST00000394705.3,chr2,53852912,53859967,7056,-,34060,2,0.215079365079365,GPR75,ENST00000394705
ENST00000394709.2,chr14,64535905,64546173,10269,+,167625,2,0.347735904177622,HSPA2,ENST00000394709
ENST00000394718.4,chr14,64465499,64474503,9005,+,167616,2,0.354158800666296,AKAP5,ENST00000394718
ENST00000394725.3,chr16,48360531,48385413,24883,-,192664,2,0.172173773258851,SIAH1,ENST00000394725
ENST00000394729.6,chr3,53161120,53192717,31598,+,44259,14,0.14211342490031,PRKCD,ENST00000394729
ENST00000394730.7,chr4,105708784,105847725,138942,+,60320,4,0.158050841358264,GSTCD,ENST00000394730
ENST00000394767.3,chr4,104468308,104494894,26587,-,65539,3,0.30476548689209,CXXC4,ENST00000394767
ENST00000394780.8,chrX,111681170,111760649,79480,+,246484,17,0.229450176144943,ALG13,ENST00000394780
ENST00000394805.8,chr5,139293740,139331677,37938,+,71860,2,0.261434445674521,MATR3,ENST00000394805
ENST00000394809.9,chr16,46702282,46748344,46063,-,192591,13,0.111332305755161,MYLK3,ENST00000394809
ENST00000394810.3,chr10,73644886,73656029,11144,-,129750,1,0.402647164393396,SYNPO2L,ENST00000394810
ENST00000394815.3,chr12,52168996,52192014,23019,-,156581,1,0.105964637907815,KRT80,ENST00000394815
ENST00000394836.7,chr11,61897301,61917566,20266,-,142623,7,0.0996743313924799,RAB3IL1,ENST00000394836
ENST00000394855.7,chr15,78264086,78282196,18111,+,177823,4,0.142554248799072,DNAJA4,ENST00000394855
ENST00000394859.8,chr17,29593132,29614761,21630,+,197436,1,0.266930189551549,ANKRD13B,ENST00000394859
ENST00000394876.7,chr4,99546711,99564039,17329,-,65349,7,0.145697962952277,TRMT10A,ENST00000394876
ENST00000394885.8,chr15,76931749,76954393,22645,+,177739,4,0.246160300287039,RCN2,ENST00000394885
ENST00000394894.8,chr5,138179112,138187723,8612,+,71740,11,0.421237807710172,KIF20A,ENST00000394894
ENST00000394905.2,chr7,75769533,75789896,20364,-,100343,4,0.0476772736201139,CCL26,ENST00000394905
ENST00000394907.8,chr15,75940936,76012424,71489,-,182164,6,0.203344570493364,NRG4,ENST00000394907
ENST00000394908.9,chr17,28879339,28897733,18395,-,204695,8,0.214308235933677,FLOT2,ENST00000394908
ENST00000394936.8,chr10,71816298,71851251,34954,-,129604,7,0.0964181495680035,PSAP,ENST00000394936
ENST00000394942.2,chr14,63597039,63641861,44823,-,172405,2,0.16561586685407,WDR89,ENST00000394942
ENST00000394951.5,chr16,31106107,31112567,6461,+,186462,6,0.26170871382139,BCKDK,ENST00000394951
ENST00000394963.9,chr12,50085342,50100707,15366,+,149335,7,0.329363529871144,SMARCD1,ENST00000394963
ENST00000394965.6,chr3,52198094,52214327,16234,+,44134,4,0.234624861401996,ALAS1,ENST00000394965
ENST00000394967.3,chr2,174334954,174338500,3547,+,28769,1,0.776120665351002,SP9,ENST00000394967
ENST00000394975.3,chr16,31090854,31094797,3944,-,192362,1,0.167444219066937,VKORC1,ENST00000394975
ENST00000394976.4,chr5,134845968,134859735,13768,+,71598,2,0.349244625217897,C5orf24,ENST00000394976
ENST00000395018.6,chr15,74826627,74831802,5176,+,177559,3,0.212229520865533,CPLX3,ENST00000395018
ENST00000395040.6,chr19,3777973,3786413,8441,-,222477,7,0.199703826560834,MATK,ENST00000395040
ENST00000395048.6,chr15,74719542,74725536,5995,-,181974,7,0.184453711426188,CYP1A1,ENST00000395048
ENST00000395052.8,chr3,51707068,51718613,11546,+,44030,3,0.329023038281656,GRM2,ENST00000395052
ENST00000395064.3,chr6,33454576,33457544,2969,+,81810,2,0.511451667228023,ZBTB9,ENST00000395064
ENST00000395068.9,chr8,143990056,143993415,3360,+,108675,7,0.451130952380952,GRINA,ENST00000395068
ENST00000395079.2,chr11,58266792,58268260,1469,-,142304,1,0.38216473791695,OR10W1,ENST00000395079
ENST00000395131.5,chr6,33289302,33290933,1632,+,81752,5,0.363480392156863,PFDN6,ENST00000395131
ENST00000395145.3,chr7,73768997,73770270,1274,-,100241,1,0.559497645211931,CLDN3,ENST00000395145
ENST00000395159.7,chr14,58408495,58427531,19037,-,172273,4,0.214813258391553,TIMM9,ENST00000395159
ENST00000395176.3,chr7,73680918,73683453,2536,-,100211,1,0.199408517350158,DNAJC30,ENST00000395176
ENST00000395216.3,chr16,30580656,30585697,5042,-,192295,3,0.0883974613248711,ZNF785,ENST00000395216
ENST00000395246.5,chr5,131264009,131394687,130679,+,71387,4,0.13801988077656,CDC42SE2,ENST00000395246
ENST00000395254.8,chr10,62374369,62402450,28082,+,124554,4,0.177839897443202,ZNF365,ENST00000395254
ENST00000395284.8,chr10,60778478,60794852,16375,+,124531,8,0.200842748091603,CDK1,ENST00000395284
ENST00000395288.6,chr11,47572198,47578969,6772,-,142011,3,0.363821618428824,KBTBD4,ENST00000395288
ENST00000395307.6,chr19,2096882,2099580,2699,+,215015,7,0.197591700629863,IZUMO4,ENST00000395307
ENST00000395314.8,chr14,55580207,55684579,104373,+,167160,23,0.161014821840898,KTN1,ENST00000395314
ENST00000395321.6,chr17,28573115,28576948,3834,-,204566,6,0.456572769953052,ALDOC,ENST00000395321
ENST00000395323.9,chr2,30231534,30260028,28495,+,23543,1,0.147692577645201,LBH,ENST00000395323
ENST00000395324.6,chr12,47841537,47943048,101512,-,156042,3,0.0986720781779499,VDR,ENST00000395324
ENST00000395325.7,chr1,65264754,65415869,151116,+,4262,11,0.138033034225364,DNAJC6,ENST00000395325
ENST00000395326.8,chr7,66114847,66154568,39722,+,93857,1,0.0991213936861182,CRCP,ENST00000395326
ENST00000395340.5,chr20,62887214,62926503,39290,-,234881,10,0.0719648765589206,DIDO1,ENST00000395340
ENST00000395353.5,chr16,29820394,29848039,27646,+,186136,6,0.122987050567894,MVP,ENST00000395353
ENST00000395388.7,chr6,32439887,32445046,5160,+,81636,1,0.126143410852713,HLA-DRA,ENST00000395388
ENST00000395407.7,chr15,69298912,69407780,108869,+,177166,7,0.0805913529103787,PAQR5,ENST00000395407
ENST00000395422.4,chr7,56101573,56106476,4904,-,99758,3,0.1346044045677,CHCHD2,ENST00000395422
ENST00000395443.7,chr3,49029707,49094071,64365,-,51636,7,0.11884253864678,QRICH1,ENST00000395443
ENST00000395471.7,chr7,56011068,56051604,40537,-,99739,5,0.0772775489059379,PSPH,ENST00000395471
ENST00000395472.2,chr14,55027230,55049488,22259,+,167126,2,0.300202165416237,SOCS4,ENST00000395472
ENST00000395473.7,chr17,27631188,27649560,18373,+,197239,3,0.0454906656506831,LGALS9,ENST00000395473
ENST00000395474.7,chr3,49007062,49015953,8892,+,43753,4,0.400393612235717,WDR6,ENST00000395474
ENST00000395544.9,chr17,19770830,19867936,97107,-,204280,18,0.163804875034756,ULK2,ENST00000395544
ENST00000395547.6,chr16,28823093,28837237,14145,+,185918,4,0.373114174620007,ATXN2L,ENST00000395547
ENST00000395550.7,chr3,48625723,48635461,9739,-,51489,12,0.218420782421193,SLC26A6,ENST00000395550
ENST00000395555.7,chr17,19737984,19748341,10358,-,204261,4,0.0981367059277853,ALDH3A1,ENST00000395555
ENST00000395572.6,chr7,47987153,48029119,41967,-,99568,4,0.110045988514785,SUN3,ENST00000395572
ENST00000395633.5,chr19,1241746,1244825,3080,+,214821,4,0.0846753246753247,ATP5F1D,ENST00000395633
ENST00000395647.6,chr17,18952165,19020691,68527,+,196828,3,0.0853751076218134,SLC5A10,ENST00000395647
ENST00000395655.8,chr7,45100100,45112047,11948,-,99452,6,0.129837629728825,TBRG4,ENST00000395655
ENST00000395665.9,chr17,18744054,18779349,35296,+,196779,5,0.119996600181324,FBXW10,ENST00000395665
ENST00000395678.7,chr22,50525756,50530032,4277,-,243604,9,0.163502454991817,TYMP,ENST00000395678
ENST00000395686.8,chr14,52639915,52695558,55644,-,172045,5,0.184061174610021,ERO1A,ENST00000395686
ENST00000395694.7,chr3,48432173,48440119,7947,-,51424,2,0.197483327041651,CCDC51,ENST00000395694
ENST00000395699.5,chr7,44876299,44885530,9232,-,99422,1,0.702198873483535,PURB,ENST00000395699
ENST00000395737.2,chr22,50481543,50486437,4895,+,241083,3,0.0511133810010215,ADM2,ENST00000395737
ENST00000395743.8,chr4,74744759,74794523,49765,-,64412,2,0.0841575404400683,BTC,ENST00000395743
ENST00000395744.7,chr22,50343331,50444374,101044,+,241077,10,0.0806361585052058,PPP6R2,ENST00000395744
ENST00000395748.8,chr4,74445136,74455005,9870,+,59532,2,0.143353596757852,AREG,ENST00000395748
ENST00000395761.4,chr4,73869393,73871308,1916,+,59500,2,0.0989039665970773,CXCL1,ENST00000395761
ENST00000395787.4,chr11,34882295,34916379,34085,-,141575,3,0.151189672876632,APIP,ENST00000395787
ENST00000395799.8,chr16,24729651,24826218,96568,+,185727,18,0.207074807389612,TNRC6A,ENST00000395799
ENST00000395825.4,chr17,16546954,16569204,22251,-,203889,3,0.227176306682845,ZNF287,ENST00000395825
ENST00000395833.7,chr11,33858576,33869816,11241,-,141557,3,0.211386887287608,LMO2,ENST00000395833
ENST00000395842.3,chr22,50170731,50180295,9565,+,241061,2,0.208259278619969,PANX2,ENST00000395842
ENST00000395860.7,chr14,50108637,50116572,7936,-,171916,3,0.196257560483871,VCPKMT,ENST00000395860
ENST00000395862.7,chr8,103021063,103073051,51989,+,107509,3,0.164809863624998,ATP6V1C1,ENST00000395862
ENST00000395878.8,chr16,23557727,23574389,16663,+,185661,2,0.303168697113365,UBFD1,ENST00000395878
ENST00000395892.5,chr6,31730581,31739763,9183,-,86965,8,0.219056953065447,CLIC1,ENST00000395892
ENST00000395913.7,chr20,56369390,56392337,22948,-,234610,8,0.116737842077741,AURKA,ENST00000395913
ENST00000395930.6,chr17,15303812,15341597,37786,-,203753,5,0.10842904779548,TEKT3,ENST00000395930
ENST00000395957.6,chr8,100916525,100952983,36459,-,112149,7,0.167401738939631,YWHAZ,ENST00000395957
ENST00000395961.7,chr20,53943541,54070594,127054,-,234582,8,0.0914910195664842,BCAS1,ENST00000395961
ENST00000395987.8,chr12,25108289,25195160,86872,-,155281,6,0.172497467538448,CASC1,ENST00000395987
ENST00000396005.8,chr11,26667020,26722060,55041,-,141281,3,0.0743155102559908,SLC5A12,ENST00000396005
ENST00000396009.7,chr20,51386957,51542719,155763,-,234529,3,0.0892824354949511,NFATC2,ENST00000396009
ENST00000396026.7,chr20,18288283,18316994,28712,+,229604,4,0.168497492337698,ZNF133,ENST00000396026
ENST00000396048.6,chr3,44729596,44737083,7488,+,43437,3,0.188915598290598,ZNF501,ENST00000396048
ENST00000396049.5,chr2,74152528,74178879,26352,-,35351,1,0.188331056466302,MOB1A,ENST00000396049
ENST00000396056.7,chr3,44648732,44660791,12060,+,43426,3,0.20969320066335,ZNF35,ENST00000396056
ENST00000396057.6,chr15,60004311,60007444,3134,+,176751,2,0.6,FOXB1,ENST00000396057
ENST00000396060.7,chr15,59638062,59657515,19454,-,181009,5,0.118330420479079,GTF2A2,ENST00000396060
ENST00000396065.3,chr15,59611783,59622723,10941,+,176741,3,0.110666301069372,GCNT3,ENST00000396065
ENST00000396077.8,chr3,44431705,44477670,45966,-,51116,8,0.162776835051995,ZNF445,ENST00000396077
ENST00000396094.6,chr4,70196496,70204576,8081,+,59374,7,0.0941220146021532,ODAM,ENST00000396094
ENST00000396124.9,chr8,95024989,95058710,33722,+,107259,7,0.162297609868928,NDUFAF6,ENST00000396124
ENST00000396137.5,chr5,79236131,79327211,91081,+,70158,9,0.161950351884587,JMY,ENST00000396137
ENST00000396154.7,chr19,57769676,57780616,10941,+,221736,3,0.0517777168448954,ZNF586,ENST00000396154
ENST00000396161.10,chr19,57614242,57624724,10483,+,221703,3,0.0842316130878566,ZNF134,ENST00000396161
ENST00000396169.7,chr3,42257826,42266185,8360,-,50980,4,0.0855741626794258,CCK,ENST00000396169
ENST00000396184.7,chr7,31783504,32071408,287905,-,98849,4,0.123935673225542,PDE1C,ENST00000396184
ENST00000396194.6,chr8,94249253,94262350,13098,-,111870,2,0.176400977248435,GEM,ENST00000396194
ENST00000396197.8,chr11,18529609,18588734,59126,-,141177,4,0.169263944795861,UEVLD,ENST00000396197
ENST00000396212.6,chr16,19523811,19553408,29598,+,185358,8,0.312950199337793,CCP110,ENST00000396212
ENST00000396302.7,chr12,13084577,13095806,11230,-,154935,5,0.169928762243989,GSG1,ENST00000396302
ENST00000396328.5,chr15,53513741,53762878,249138,-,180766,19,0.153895832831602,WDR72,ENST00000396328
ENST00000396330.6,chr8,81799587,81842286,42700,-,111485,3,0.212266978922717,SNX16,ENST00000396330
ENST00000396333.3,chr12,12940842,12950384,9543,-,154925,1,0.190191763596353,GPRC5D,ENST00000396333
ENST00000396355.5,chr16,15643267,15726353,83087,+,185188,4,0.0881281066833559,NDE1,ENST00000396355
ENST00000396365.6,chr19,54238549,54242791,4243,-,228441,8,0.0285175583313693,LILRA6,ENST00000396365
ENST00000396368.8,chr16,15594387,15643154,48768,-,191320,15,0.185187007874015,MARF1,ENST00000396368
ENST00000396385.4,chr16,15395754,15413271,17518,+,185171,3,0.056524717433497,MPV17L,ENST00000396385
ENST00000396391.5,chr20,46366055,46406632,40578,-,234305,14,0.183727635664646,ELMO2,ENST00000396391
ENST00000396398.8,chr22,42058334,42070812,12479,-,243126,4,0.14499559259556,NAGA,ENST00000396398
ENST00000396400.4,chr12,10929236,10934845,5610,+,147857,3,0.017807486631016,PRH2,ENST00000396400
ENST00000396402.6,chr15,51208057,51338596,130540,-,180594,10,0.118092538685461,CYP19A1,ENST00000396402
ENST00000396403.9,chr19,53467733,53496255,28523,+,220983,4,0.0376923885986748,ZNF813,ENST00000396403
ENST00000396408.8,chr19,53395149,53412009,16861,+,220968,2,0.0132376490125141,ZNF765,ENST00000396408
ENST00000396410.9,chr16,14975026,15038332,63307,+,185152,22,0.127808931081871,PDXDC1,ENST00000396410
ENST00000396426.7,chr22,41976810,41998221,21412,+,240599,3,0.209816925088735,SEPTIN3,ENST00000396426
ENST00000396496.7,chr5,69280175,69332801,52627,-,75616,7,0.111501700647956,CCDC125,ENST00000396496
ENST00000396504.6,chr22,41525804,41544489,18686,-,243072,7,0.107722358985337,POLR3H,ENST00000396504
ENST00000396505.7,chr11,11956207,12009082,52876,-,140781,3,0.116147212345866,DKK3,ENST00000396505
ENST00000396560.6,chr16,10386055,10483638,97584,+,184935,8,0.13606021478931,ATF7IP2,ENST00000396560
ENST00000396602.7,chr11,9461012,9528524,67513,+,132964,8,0.166304267326293,ZNF143,ENST00000396602
ENST00000396623.8,chr8,66432504,66468907,36404,+,106380,14,0.149664871992089,ADHFE1,ENST00000396623
ENST00000396634.5,chr6,29941260,29945884,4625,+,80978,7,0.0216,HLA-A,ENST00000396634
ENST00000396651.8,chr1,44775540,44778779,3240,+,3432,4,0.325956790123457,RPS8,ENST00000396651
ENST00000396654.7,chr2,223755326,223837582,82257,-,40467,5,0.0848049406129567,AP1S3,ENST00000396654
ENST00000396659.8,chr15,45361124,45378544,17421,-,180357,2,0.251024625452041,GATM,ENST00000396659
ENST00000396663.2,chr7,12687286,12690934,3649,+,92159,2,0.554316251027679,ARL4A,ENST00000396663
ENST00000396672.5,chr11,8391871,8593956,202086,-,140465,6,0.213393307799649,STK33,ENST00000396672
ENST00000396703.6,chr3,23203327,23591794,388468,+,42476,5,0.121549007897687,UBE2E2,ENST00000396703
ENST00000396705.10,chr12,6867531,6870948,3418,+,147399,7,0.337946167349327,TPI1,ENST00000396705
ENST00000396706.2,chr7,6577505,6589374,11870,+,91977,5,0.115930918281382,ZDHHC4,ENST00000396706
ENST00000396720.7,chr19,47608196,47703277,95082,+,220094,12,0.0984003281378179,BICRA,ENST00000396720
ENST00000396743.7,chrX,48922028,48957631,35604,-,248909,9,0.233426019548366,OTUD5,ENST00000396743
ENST00000396761.6,chr2,219219380,219229717,10338,-,40297,13,0.415563938866318,ATG9A,ENST00000396761
ENST00000396776.6,chr5,58491435,58497090,5656,+,69224,3,0.0852722772277228,GAPT,ENST00000396776
ENST00000396801.7,chr12,6666648,6689510,22863,-,154373,3,0.275055766959716,ZNF384,ENST00000396801
ENST00000396806.3,chr6,29373423,29375291,1869,-,86537,1,0.350829320492242,OR12D3,ENST00000396806
ENST00000396825.4,chr20,44302840,44311202,8363,-,234099,2,0.17111084539041,FITM2,ENST00000396825
ENST00000396842.7,chr3,15427598,15442613,15016,+,42274,5,0.15523441662227,EAF1,ENST00000396842
ENST00000396852.9,chr16,3382085,3401004,18920,-,190628,2,0.12627378435518,ZSCAN32,ENST00000396852
ENST00000396862.2,chr16,3298808,3305430,6623,-,190614,2,0.32776687301827,TIGD7,ENST00000396862
ENST00000396864.8,chr14,24161265,24166565,5301,+,166003,4,0.210054706659121,IRF9,ENST00000396864
ENST00000396901.5,chr19,35888241,35900650,12410,-,225550,12,0.190765511684126,NFKBID,ENST00000396901
ENST00000396912.2,chr7,5045860,5069487,23628,+,91879,2,0.164326223125106,RBAK,ENST00000396912
ENST00000396925.1,chr16,3014712,3020071,5360,-,190506,3,0.13009328358209,CLDN6,ENST00000396925
ENST00000396950.4,chr11,4680171,4697853,17683,-,140124,2,0.164033252276197,OR51E2,ENST00000396950
ENST00000396952.6,chr11,4643982,4655488,11507,+,132640,2,0.141696358738159,OR51E1,ENST00000396952
ENST00000396954.8,chr5,53095679,53109757,14079,-,75206,4,0.132104552880176,MOCS2,ENST00000396954
ENST00000396965.5,chrX,47974852,48003978,29127,-,248821,5,0.372025955299208,ZNF182,ENST00000396965
ENST00000396974.2,chr2,190137760,190200479,62720,+,29333,3,0.154980867346939,C2orf88,ENST00000396974
ENST00000396976.6,chr15,43358172,43370048,11877,-,180106,5,0.363366169908226,ZSCAN29,ENST00000396976
ENST00000396987.7,chr8,41578200,41625001,46802,+,105533,9,0.11526644160506,GPAT4,ENST00000396987
ENST00000397016.6,chr14,24070837,24078100,7264,+,165869,10,0.43215859030837,CPNE6,ENST00000397016
ENST00000397033.7,chr2,181457386,181538940,81555,+,29106,3,0.124687634111949,ITGA4,ENST00000397033
ENST00000397041.8,chr17,3923873,3964437,40565,-,202697,20,0.119400961419943,ATP2A3,ENST00000397041
ENST00000397053.6,chr10,11920023,12043170,123148,-,128008,20,0.133981875466918,UPF2,ENST00000397053
ENST00000397060.8,chr6,25844856,25874243,29388,-,86359,4,0.122196134476657,SLC17A3,ENST00000397060
ENST00000397062.8,chr2,177230308,177264727,34420,-,38784,1,0.190798954096456,NFE2L2,ENST00000397062
ENST00000397064.6,chr2,37196488,37213725,17238,+,23779,2,0.203857756120199,CEBPZOS,ENST00000397064
ENST00000397110.6,chr22,37180167,37188286,8120,-,242696,1,0.133928571428571,C1QTNF6,ENST00000397110
ENST00000397111.9,chr11,3000922,3057613,56692,-,139963,5,0.0580452268397657,CARS,ENST00000397111
ENST00000397149.4,chr9,33041765,33076674,34910,-,119302,2,0.186448009166428,SMU1,ENST00000397149
ENST00000397163.8,chr15,42359501,42412317,52817,+,175897,2,0.154026165817824,CAPN3,ENST00000397163
ENST00000397166.7,chr8,38231585,38262836,31252,+,105312,14,0.218907589914246,DDHD2,ENST00000397166
ENST00000397195.10,chr17,2593654,2685615,91962,+,195368,4,0.165089928448707,PAFAH1B1,ENST00000397195
ENST00000397256.5,chr3,9793114,9835401,42288,+,41699,7,0.159286322360953,ARPC4-TTLL3,ENST00000397256
ENST00000397270.1,chr11,2146626,2161209,14584,-,139879,4,0.0423546352166758,INS-IGF2,ENST00000397270
ENST00000397272.7,chr15,42139034,42156636,17603,-,179997,14,0.129239334204397,PLA2G4F,ENST00000397272
ENST00000397292.8,chr9,26903372,26947242,43871,-,119167,11,0.184472658475986,PLAA,ENST00000397292
ENST00000397299.9,chr15,41828092,41837581,9490,+,175841,3,0.148071654373024,JMJD7,ENST00000397299
ENST00000397312.7,chr9,23690104,23826240,136137,-,119144,4,0.203061621748679,ELAVL2,ENST00000397312
ENST00000397317.8,chr17,7260137,7263213,3077,-,203192,5,0.377900552486188,CLDN7,ENST00000397317
ENST00000397333.4,chr12,132136594,132144319,7726,-,160424,15,0.108749676417292,DDX51,ENST00000397333
ENST00000397344.7,chr16,1833988,1872178,38191,-,190198,5,0.106200413710036,MEIOB,ENST00000397344
ENST00000397356.8,chr16,1807629,1826825,19197,-,190186,2,0.055769130593322,HAGH,ENST00000397356
ENST00000397367.6,chr5,35904295,35938779,34485,-,74834,2,0.0915876468029578,CAPSL,ENST00000397367
ENST00000397374.8,chr11,1554051,1572271,18221,-,139796,4,0.151182701278744,DUSP8,ENST00000397374
ENST00000397397.7,chr11,842852,867111,24260,+,132238,4,0.0555234954657873,TSPAN4,ENST00000397397
ENST00000397463.3,chr2,132643286,132670205,26920,-,37439,3,0.151378157503715,LYPD1,ENST00000397463
ENST00000397468.5,chr22,32354885,32361161,6277,+,239909,3,0.0295364027401625,RFPL3,ENST00000397468
ENST00000397496.7,chr14,22829887,22835037,5151,+,165689,2,0.168899242865463,MRPL52,ENST00000397496
ENST00000397501.5,chr8,27311482,27459390,147909,+,104915,13,0.0895902210142723,PTK2B,ENST00000397501
ENST00000397527.6,chr20,35455598,35519280,63683,+,230320,21,0.200973572224927,CEP250,ENST00000397527
ENST00000397537.3,chr3,196506879,196515346,8468,-,57072,1,0.150649504015116,SMCO1,ENST00000397537
ENST00000397541.6,chr7,141708353,141731271,22919,+,96833,2,0.142693834809547,WEE2,ENST00000397541
ENST00000397545.9,chr17,80036642,80100613,63972,+,201532,8,0.0516288376164572,CCDC40,ENST00000397545
ENST00000397558.6,chr12,119989869,120094494,104626,+,152923,6,0.180286926767725,BICDL1,ENST00000397558
ENST00000397572.5,chr1,38862493,38873348,10856,-,14286,3,0.294086219602063,MYCBP,ENST00000397572
ENST00000397583.8,chr11,560970,564025,3056,+,132114,5,0.262990837696335,RASSF7,ENST00000397583
ENST00000397609.6,chr15,38454127,38487710,33584,+,175439,6,0.18723499285374,FAM98B,ENST00000397609
ENST00000397622.7,chr7,130164713,130205406,40694,-,102621,6,0.148481348601759,TMEM209,ENST00000397622
ENST00000397640.6,chr17,75979240,76000586,21347,+,201120,3,0.0839321684545836,TEN1,ENST00000397640
ENST00000397641.8,chr22,30925130,30968774,43645,-,242289,23,0.198171611868485,MORC2,ENST00000397641
ENST00000397659.9,chr12,110614129,110649430,35302,+,152476,8,0.15006231941533,TCTN1,ENST00000397659
ENST00000397676.8,chr3,184242301,184248962,6662,-,56385,7,0.268793155208646,ALG3,ENST00000397676
ENST00000397700.6,chr4,15339818,15442362,102545,+,58106,4,0.109749865912527,C1QTNF7,ENST00000397700
ENST00000397708.1,chr21,46235133,46286297,51165,-,238317,15,0.107251050522818,MCM3AP,ENST00000397708
ENST00000397709.1,chr20,34558718,34560345,1628,+,230262,2,0.533845208845209,MAP1LC3A,ENST00000397709
ENST00000397714.6,chr2,109542986,109613927,70942,-,36695,6,0.119026810634039,SEPTIN10,ENST00000397714
ENST00000397732.8,chr19,12461184,12484816,23633,-,223698,4,0.137286844666356,ZNF709,ENST00000397732
ENST00000397747.5,chr9,5510531,5571282,60752,+,114356,6,0.117490782196471,PDCD1LG2,ENST00000397747
ENST00000397762.6,chr14,21459020,21476959,17940,-,170684,1,0.183266443701226,RAB2B,ENST00000397762
