gene,null_model,alt_model,species,p,omega,branch
RLN3,b_neut,b_free,12,0.810208,0.74,Human
RLN3,b_neut,b_free,41,1,0.589,Homo-Pan
RLN3,b_neut,b_free,34,0.59123,0.158,Primate
RLN3,b_neut,b_free,39,1,9.11,Great Ape
RLN3,b_neut,b_free,35,0.86441,999,Haplorhine
RMC1,b_neut,b_free,12,0.00163,0.067,Human
RMC1,b_neut,b_free,41,0.133355,0,Homo-Pan
RMC1,b_neut,b_free,34,0.883151,0.573,Primate
RMC1,b_neut,b_free,39,0.537679,0,Great Ape
RMC1,b_neut,b_free,35,0.830278,53.642,Haplorhine
RMDN1,b_neut,b_free,12,1,27.718,Human
RMDN1,b_neut,b_free,41,0.506527,0,Homo-Pan
RMDN1,b_neut,b_free,34,0.057623,0.219,Primate
RMDN1,b_neut,b_free,39,0.030309,0,Great Ape
RMDN1,b_neut,b_free,35,0.454129,999,Haplorhine
RMDN2,b_neut,b_free,12,0.115412,0.155,Human
RMDN2,b_neut,b_free,41,0.992687,0,Homo-Pan
RMDN2,b_neut,b_free,34,0.078715,999,Primate
RMDN2,b_neut,b_free,39,0.427805,0.307,Great Ape
RMDN2,b_neut,b_free,35,0.399878,659.565,Haplorhine
RMDN3,b_neut,b_free,12,0.115028,0,Human
RMDN3,b_neut,b_free,41,0.245631,999,Homo-Pan
RMDN3,b_neut,b_free,34,0.935486,0.893,Primate
RMDN3,b_neut,b_free,39,0.237877,0.306,Great Ape
RMDN3,b_neut,b_free,35,0.289963,0.308,Haplorhine
RMI1,b_neut,b_free,12,0.905172,1.141,Human
RMI1,b_neut,b_free,41,0.058779,0.113,Homo-Pan
RMI1,b_neut,b_free,34,0.119916,0.188,Primate
RMI1,b_neut,b_free,39,0.995082,0.569,Great Ape
RMI1,b_neut,b_free,35,1,1.009,Haplorhine
RMI2,b_neut,b_free,12,0.103186,0,Human
RMI2,b_neut,b_free,41,0.995487,0,Homo-Pan
RMI2,b_neut,b_free,34,0.487501,0.429,Primate
RMI2,b_neut,b_free,39,0.993718,0,Great Ape
RMI2,b_neut,b_free,35,0.992864,141.284,Haplorhine
RMND1,b_neut,b_free,12,0.991481,0,Human
RMND1,b_neut,b_free,41,1,1.33,Homo-Pan
RMND1,b_neut,b_free,34,0.002634,0.031,Primate
RMND1,b_neut,b_free,39,0.440651,999,Great Ape
RMND1,b_neut,b_free,35,0.368453,0,Haplorhine
RMND5A,b_neut,b_free,12,0.024959,0,Human
RMND5A,b_neut,b_free,41,0.115002,0,Homo-Pan
RMND5A,b_neut,b_free,34,0.463058,0,Primate
RMND5A,b_neut,b_free,39,0.996808,0.563,Great Ape
RMND5A,b_neut,b_free,35,0.287431,0,Haplorhine
RMND5B,b_neut,b_free,12,0.02925,0.101,Human
RMND5B,b_neut,b_free,41,0.108141,0,Homo-Pan
RMND5B,b_neut,b_free,34,0.001465,0,Primate
RMND5B,b_neut,b_free,39,0.996432,0.521,Great Ape
RMND5B,b_neut,b_free,35,0.007824,0,Haplorhine
RNASE10,b_neut,b_free,12,0.173955,999,Human
RNASE10,b_neut,b_free,41,0.997743,0.593,Homo-Pan
RNASE10,b_neut,b_free,34,0.035886,0.179,Primate
RNASE10,b_neut,b_free,39,0.248401,999,Great Ape
RNASE10,b_neut,b_free,35,0.060584,0,Haplorhine
RNASE11,b_neut,b_free,9,0.951274,1.073,Human
RNASE11,b_neut,b_free,36,0.366364,999,Homo-Pan
RNASE11,b_neut,b_free,30,0.298069,999,Primate
RNASE11,b_neut,b_free,34,0.087734,0,Great Ape
RNASE13,b_neut,b_free,12,0.017256,0,Human
RNASE13,b_neut,b_free,41,0.459592,999,Homo-Pan
RNASE13,b_neut,b_free,34,0.011674,0,Primate
RNASE13,b_neut,b_free,39,0.470187,999,Great Ape
RNASE13,b_neut,b_free,35,0.380698,999,Haplorhine
RNASE2,b_neut,b_free,11,0.126126,0.163,Human
RNASE2,b_neut,b_free,37,0.436514,0.321,Homo-Pan
RNASE2,b_neut,b_free,30,0.207732,0.301,Primate
RNASE2,b_neut,b_free,35,0.864535,1.227,Great Ape
RNASE2,b_neut,b_free,31,0.580889,0,Haplorhine
RNASE3,b_neut,b_free,11,0.268964,999,Human
RNASE3,b_neut,b_free,39,1,0.568,Homo-Pan
RNASE3,b_neut,b_free,32,0.013001,0.205,Primate
RNASE3,b_neut,b_free,37,0.495084,0.654,Great Ape
RNASE3,b_neut,b_free,33,0.835499,1.194,Haplorhine
RNASE4,b_neut,b_free,12,0.450685,999,Human
RNASE4,b_neut,b_free,41,1,0.877,Homo-Pan
RNASE4,b_neut,b_free,34,0.068261,0,Primate
RNASE4,b_neut,b_free,39,0.15157,0,Great Ape
RNASE4,b_neut,b_free,35,0.632106,7.536,Haplorhine
RNASE6,b_neut,b_free,12,0.479722,0.36,Human
RNASE6,b_neut,b_free,41,0.99563,0,Homo-Pan
RNASE6,b_neut,b_free,34,0.270495,0.27,Primate
RNASE6,b_neut,b_free,39,0.416809,999,Great Ape
RNASE6,b_neut,b_free,35,0.750996,0.539,Haplorhine
RNASE7,b_neut,b_free,12,0.20013,999,Human
RNASE7,b_neut,b_free,41,0.016334,0,Homo-Pan
RNASE7,b_neut,b_free,34,0.933436,0.895,Primate
RNASE7,b_neut,b_free,39,0.354076,999,Great Ape
RNASE7,b_neut,b_free,35,0.424862,0.338,Haplorhine
RNASE8,b_neut,b_free,12,0.375703,999,Human
RNASE8,b_neut,b_free,41,0.404561,162.572,Homo-Pan
RNASE8,b_neut,b_free,34,0.534019,0,Primate
RNASE8,b_neut,b_free,39,0.291348,999,Great Ape
RNASE8,b_neut,b_free,35,0.099194,0.252,Haplorhine
RNASEH1,b_neut,b_free,12,0.112985,0,Human
RNASEH1,b_neut,b_free,40,0.415801,999,Homo-Pan
RNASEH1,b_neut,b_free,33,0.414632,0.107,Primate
RNASEH1,b_neut,b_free,38,0.184896,0.146,Great Ape
RNASEH1,b_neut,b_free,34,0.48058,999,Haplorhine
RNASEH2A,b_neut,b_free,12,0.982557,1.026,Human
RNASEH2A,b_neut,b_free,41,0.997477,0.562,Homo-Pan
RNASEH2A,b_neut,b_free,34,0.98274,0,Primate
RNASEH2A,b_neut,b_free,39,0.146782,0,Great Ape
RNASEH2A,b_neut,b_free,35,0.283279,999,Haplorhine
RNASEH2B,b_neut,b_free,12,0.506965,0.384,Human
RNASEH2B,b_neut,b_free,41,0.511679,0.387,Homo-Pan
RNASEH2B,b_neut,b_free,34,0.558523,0.321,Primate
RNASEH2B,b_neut,b_free,39,0.998872,0.565,Great Ape
RNASEH2B,b_neut,b_free,35,0.051639,0.592,Haplorhine
RNASEH2C,b_neut,b_free,12,0.392724,0.286,Human
RNASEH2C,b_neut,b_free,41,0.398599,0.285,Homo-Pan
RNASEH2C,b_neut,b_free,34,0.270217,0.193,Primate
RNASEH2C,b_neut,b_free,39,0.009492,0,Great Ape
RNASEH2C,b_neut,b_free,35,0.415945,0.324,Haplorhine
RNASEK,b_neut,b_free,12,0.996258,0.154,Human
RNASEK,b_neut,b_free,41,0.994954,0,Homo-Pan
RNASEK,b_neut,b_free,34,0.018598,0,Primate
RNASEK,b_neut,b_free,39,0.080254,0,Great Ape
RNASEK,b_neut,b_free,35,0.991407,0,Haplorhine
RNASEL,b_neut,b_free,12,0.776845,0.838,Human
RNASEL,b_neut,b_free,41,1,0.569,Homo-Pan
RNASEL,b_neut,b_free,34,0.849784,0.894,Primate
RNASEL,b_neut,b_free,39,0.397134,0.247,Great Ape
RNASEL,b_neut,b_free,35,0.950924,0.897,Haplorhine
RNASET2,b_neut,b_free,12,0.426207,999,Human
RNASET2,b_neut,b_free,40,0.005119,0,Homo-Pan
RNASET2,b_neut,b_free,33,0.669754,0.622,Primate
RNASET2,b_neut,b_free,38,0.554541,0.405,Great Ape
RNASET2,b_neut,b_free,34,0.387214,0.186,Haplorhine
RND1,b_neut,b_free,12,0.108494,0,Human
RND1,b_neut,b_free,41,0.111682,0,Homo-Pan
RND1,b_neut,b_free,34,0.037939,0,Primate
RND1,b_neut,b_free,39,0.993924,0,Great Ape
RND1,b_neut,b_free,35,0.122881,0,Haplorhine
RND2,b_neut,b_free,12,0.097003,0,Human
RND2,b_neut,b_free,41,0.998872,0.564,Homo-Pan
RND2,b_neut,b_free,34,0.974472,0,Primate
RND2,b_neut,b_free,39,0.997743,0.564,Great Ape
RND2,b_neut,b_free,35,0.983924,0,Haplorhine
RND3,b_neut,b_free,12,0.996615,0.565,Human
RND3,b_neut,b_free,41,0.998404,0.565,Homo-Pan
RND3,b_neut,b_free,34,0.149717,0,Primate
RND3,b_neut,b_free,39,0.997743,0.546,Great Ape
RND3,b_neut,b_free,35,0.971977,0,Haplorhine
RNF10,b_neut,b_free,12,0.113495,0,Human
RNF10,b_neut,b_free,41,0.416108,880.728,Homo-Pan
RNF10,b_neut,b_free,34,0.029132,0.123,Primate
RNF10,b_neut,b_free,39,0.124499,0,Great Ape
RNF10,b_neut,b_free,35,0.819957,0.763,Haplorhine
RNF103,b_neut,b_free,12,0.152471,0.185,Human
RNF103,b_neut,b_free,41,0.997015,0.584,Homo-Pan
RNF103,b_neut,b_free,34,0.005692,0.044,Primate
RNF103,b_neut,b_free,39,0.075982,0,Great Ape
RNF103,b_neut,b_free,35,0.151288,0.18,Haplorhine
RNF11,b_neut,b_free,12,0.997015,0.527,Human
RNF11,b_neut,b_free,41,0.99323,0,Homo-Pan
RNF11,b_neut,b_free,34,0.981087,0,Primate
RNF11,b_neut,b_free,39,0.993136,0,Great Ape
RNF11,b_neut,b_free,35,0.99563,0.452,Haplorhine
RNF111,b_neut,b_free,12,0.040324,0.116,Human
RNF111,b_neut,b_free,41,0.105286,0,Homo-Pan
RNF111,b_neut,b_free,34,0.165969,0,Primate
RNF111,b_neut,b_free,39,0.48849,0.342,Great Ape
RNF111,b_neut,b_free,35,0.030411,0.05,Haplorhine
RNF112,b_neut,b_free,12,0.102019,0.143,Human
RNF112,b_neut,b_free,41,0.523736,999,Homo-Pan
RNF112,b_neut,b_free,34,0.24174,0.162,Primate
RNF112,b_neut,b_free,39,0.004368,0.055,Great Ape
RNF112,b_neut,b_free,35,0.208247,0.111,Haplorhine
RNF113A,b_neut,b_free,12,0.998404,0.54,Human
RNF113A,b_neut,b_free,41,0.998872,0.728,Homo-Pan
RNF113A,b_neut,b_free,34,0.010645,0.062,Primate
RNF113A,b_neut,b_free,39,0.131642,0,Great Ape
RNF113A,b_neut,b_free,35,0.003674,0.044,Haplorhine
RNF113B,b_neut,b_free,27,1,0.644,Primate
RNF113B,b_neut,b_free,10,0.335007,0.397,Human
RNF113B,b_neut,b_free,34,0.996615,0.572,Homo-Pan
RNF113B,b_neut,b_free,32,0.765701,0.622,Great Ape
RNF113B,b_neut,b_free,28,0.021939,0,Haplorhine
RNF114,b_neut,b_free,12,0.096622,0,Human
RNF114,b_neut,b_free,41,0.448281,886.713,Homo-Pan
RNF114,b_neut,b_free,34,0.287585,0,Primate
RNF114,b_neut,b_free,39,0.01514,0,Great Ape
RNF114,b_neut,b_free,35,0.040561,0,Haplorhine
RNF115,b_neut,b_free,12,0.49544,0.374,Human
RNF115,b_neut,b_free,41,0.992182,0,Homo-Pan
RNF115,b_neut,b_free,34,0.048082,0,Primate
RNF115,b_neut,b_free,39,0.991863,0,Great Ape
RNF115,b_neut,b_free,35,0.762703,0,Haplorhine
RNF121,b_neut,b_free,12,0.021207,0,Human
RNF121,b_neut,b_free,41,0.102652,0,Homo-Pan
RNF121,b_neut,b_free,34,0.785515,0,Primate
RNF121,b_neut,b_free,39,0.048672,0.118,Great Ape
RNF121,b_neut,b_free,35,0.005227,0,Haplorhine
RNF122,b_neut,b_free,12,0.01977,0,Human
RNF122,b_neut,b_free,41,0.445962,999,Homo-Pan
RNF122,b_neut,b_free,34,0.407813,0,Primate
RNF122,b_neut,b_free,39,0.993421,0,Great Ape
RNF122,b_neut,b_free,35,0.015094,0,Haplorhine
RNF123,b_neut,b_free,12,0.061471,0.235,Human
RNF123,b_neut,b_free,41,0.009303,0,Homo-Pan
RNF123,b_neut,b_free,34,0.012263,0.107,Primate
RNF123,b_neut,b_free,39,0.002613,0.057,Great Ape
RNF123,b_neut,b_free,35,0.846067,70.582,Haplorhine
RNF125,b_neut,b_free,12,0.483021,0.363,Human
RNF125,b_neut,b_free,41,0.996808,0.569,Homo-Pan
RNF125,b_neut,b_free,34,4.8e-05,0,Primate
RNF125,b_neut,b_free,39,1,0.577,Great Ape
RNF125,b_neut,b_free,35,0.992687,0.565,Haplorhine
RNF126,b_neut,b_free,12,0.102801,0,Human
RNF126,b_neut,b_free,41,0.010256,0,Homo-Pan
RNF126,b_neut,b_free,34,0.315718,0,Primate
RNF126,b_neut,b_free,39,0.099484,0,Great Ape
RNF126,b_neut,b_free,35,0.619533,0,Haplorhine
RNF128,b_neut,b_free,12,0.401665,999,Human
RNF128,b_neut,b_free,41,0.027235,0,Homo-Pan
RNF128,b_neut,b_free,34,0.020058,0,Primate
RNF128,b_neut,b_free,39,0.12375,0.024,Great Ape
RNF128,b_neut,b_free,35,0.233728,0,Haplorhine
RNF13,b_neut,b_free,12,0.978123,0.548,Human
RNF13,b_neut,b_free,41,0.106386,0,Homo-Pan
RNF13,b_neut,b_free,34,0.752838,0.371,Primate
RNF13,b_neut,b_free,39,0.111539,0,Great Ape
RNF13,b_neut,b_free,35,0.555988,50.885,Haplorhine
RNF130,b_neut,b_free,12,0.005868,0,Human
RNF130,b_neut,b_free,41,0.998404,0.549,Homo-Pan
RNF130,b_neut,b_free,34,0.279486,0.181,Primate
RNF130,b_neut,b_free,39,0.078125,0,Great Ape
RNF130,b_neut,b_free,35,0.099843,0.113,Haplorhine
RNF133,b_neut,b_free,12,0.485893,0.366,Human
RNF133,b_neut,b_free,41,0.639878,0,Homo-Pan
RNF133,b_neut,b_free,34,0.4362,0.357,Primate
RNF133,b_neut,b_free,39,0.75225,999,Great Ape
RNF133,b_neut,b_free,35,0.927619,1.161,Haplorhine
RNF138,b_neut,b_free,12,0.090365,0,Human
RNF138,b_neut,b_free,41,0.997743,0.491,Homo-Pan
RNF138,b_neut,b_free,34,0.024444,0.072,Primate
RNF138,b_neut,b_free,39,0.464333,999,Great Ape
RNF138,b_neut,b_free,35,0.511056,0,Haplorhine
RNF139,b_neut,b_free,12,0.402354,0.519,Human
RNF139,b_neut,b_free,41,0.513036,0.388,Homo-Pan
RNF139,b_neut,b_free,34,0.047922,0.103,Primate
RNF139,b_neut,b_free,39,0.594216,56.893,Great Ape
RNF139,b_neut,b_free,35,0.042624,0.16,Haplorhine
RNF14,b_neut,b_free,12,0.049066,0.127,Human
RNF14,b_neut,b_free,41,0.996808,0.562,Homo-Pan
RNF14,b_neut,b_free,34,0.023901,0,Primate
RNF14,b_neut,b_free,39,0.996615,0.577,Great Ape
RNF14,b_neut,b_free,35,0.218009,0,Haplorhine
RNF141,b_neut,b_free,12,0.997743,0.58,Human
RNF141,b_neut,b_free,41,0.100296,0,Homo-Pan
RNF141,b_neut,b_free,34,0.00525,0,Primate
RNF141,b_neut,b_free,39,0.996258,0.319,Great Ape
RNF141,b_neut,b_free,35,0.981154,0,Haplorhine
RNF144A,b_neut,b_free,12,0.464252,999,Human
RNF144A,b_neut,b_free,41,0.10709,0,Homo-Pan
RNF144A,b_neut,b_free,34,0.038957,0.205,Primate
RNF144A,b_neut,b_free,39,0.178294,0,Great Ape
RNF144A,b_neut,b_free,35,0.12175,0,Haplorhine
RNF144B,b_neut,b_free,12,0.024994,0,Human
RNF144B,b_neut,b_free,41,0.997743,0.685,Homo-Pan
RNF144B,b_neut,b_free,34,0.001572,0,Primate
RNF144B,b_neut,b_free,39,0.133731,0,Great Ape
RNF144B,b_neut,b_free,35,0.762339,0,Haplorhine
RNF145,b_neut,b_free,12,0.997015,0.543,Human
RNF145,b_neut,b_free,41,0.026761,0,Homo-Pan
RNF145,b_neut,b_free,34,0.547315,5.125,Primate
RNF145,b_neut,b_free,39,0.141055,4.093,Great Ape
RNF145,b_neut,b_free,35,0.407647,999,Haplorhine
RNF148,b_neut,b_free,12,0.12732,451.712,Human
RNF148,b_neut,b_free,41,0.062551,0.214,Homo-Pan
RNF148,b_neut,b_free,34,1,4.728,Primate
RNF148,b_neut,b_free,39,1,1.942,Great Ape
RNF148,b_neut,b_free,35,0.012605,0.106,Haplorhine
RNF149,b_neut,b_free,12,0.873454,0.82,Human
RNF149,b_neut,b_free,41,0.412321,999,Homo-Pan
RNF149,b_neut,b_free,34,0.99323,1.004,Primate
RNF149,b_neut,b_free,39,0.923703,0.88,Great Ape
RNF149,b_neut,b_free,35,0.04814,0,Haplorhine
RNF150,b_neut,b_free,12,0.48082,999,Human
RNF150,b_neut,b_free,41,0.015447,0,Homo-Pan
RNF150,b_neut,b_free,34,0.014323,0.032,Primate
RNF150,b_neut,b_free,39,0.768519,311,Great Ape
RNF150,b_neut,b_free,35,0.093417,0,Haplorhine
RNF151,b_neut,b_free,12,0.516676,0.557,Human
RNF151,b_neut,b_free,41,0.493358,999,Homo-Pan
RNF151,b_neut,b_free,34,0.194869,0.116,Primate
RNF151,b_neut,b_free,39,0.010578,0,Great Ape
RNF151,b_neut,b_free,35,0.787977,999,Haplorhine
RNF152,b_neut,b_free,12,0.00403,0,Human
RNF152,b_neut,b_free,41,1,16.427,Homo-Pan
RNF152,b_neut,b_free,34,0.431012,0,Primate
RNF152,b_neut,b_free,39,0.540963,999,Great Ape
RNF152,b_neut,b_free,35,0.000567,0.021,Haplorhine
RNF157,b_neut,b_free,12,0.849474,0.789,Human
RNF157,b_neut,b_free,41,0.852318,0.791,Homo-Pan
RNF157,b_neut,b_free,34,0.000251,0.046,Primate
RNF157,b_neut,b_free,39,0.033292,0.1,Great Ape
RNF157,b_neut,b_free,35,6e-05,0.025,Haplorhine
RNF165,b_neut,b_free,12,0.099223,0,Human
RNF165,b_neut,b_free,41,0.997477,0.564,Homo-Pan
RNF165,b_neut,b_free,34,0.084918,0,Primate
RNF165,b_neut,b_free,39,0.004178,0,Great Ape
RNF165,b_neut,b_free,35,0.966594,0,Haplorhine
RNF166,b_neut,b_free,12,0.004773,0,Human
RNF166,b_neut,b_free,40,0.008987,0,Homo-Pan
RNF166,b_neut,b_free,33,0.022483,0,Primate
RNF166,b_neut,b_free,38,0.059617,0,Great Ape
RNF166,b_neut,b_free,34,0.578723,0.09,Haplorhine
RNF167,b_neut,b_free,12,0.215613,0.226,Human
RNF167,b_neut,b_free,41,0.029796,0,Homo-Pan
RNF167,b_neut,b_free,34,0.248369,0.202,Primate
RNF167,b_neut,b_free,39,0.996432,0.495,Great Ape
RNF167,b_neut,b_free,35,1,5.128,Haplorhine
RNF168,b_neut,b_free,12,0.717026,1.479,Human
RNF168,b_neut,b_free,41,0.045754,0.12,Homo-Pan
RNF168,b_neut,b_free,34,0.690229,0.611,Primate
RNF168,b_neut,b_free,39,0.978682,1.035,Great Ape
RNF168,b_neut,b_free,35,0.703998,0.632,Haplorhine
RNF169,b_neut,b_free,12,0.642365,0.649,Human
RNF169,b_neut,b_free,41,0.128589,0,Homo-Pan
RNF169,b_neut,b_free,34,0.203001,0.347,Primate
RNF169,b_neut,b_free,39,0.108032,0.161,Great Ape
RNF169,b_neut,b_free,35,0.138105,0.1,Haplorhine
RNF17,b_neut,b_free,12,0.008278,0.22,Human
RNF17,b_neut,b_free,41,0.127892,0.382,Homo-Pan
RNF17,b_neut,b_free,34,0.027813,0.234,Primate
RNF17,b_neut,b_free,39,0.009774,0,Great Ape
RNF17,b_neut,b_free,35,0.205005,2.443,Haplorhine
RNF170,b_neut,b_free,12,0.249004,999,Human
RNF170,b_neut,b_free,41,0.996432,0.575,Homo-Pan
RNF170,b_neut,b_free,34,0.353812,0,Primate
RNF170,b_neut,b_free,39,0.166874,0,Great Ape
RNF170,b_neut,b_free,35,0.962914,0,Haplorhine
RNF175,b_neut,b_free,12,0.326137,999,Human
RNF175,b_neut,b_free,41,0.972667,0,Homo-Pan
RNF175,b_neut,b_free,34,0.067787,0,Primate
RNF175,b_neut,b_free,39,0.005641,0,Great Ape
RNF175,b_neut,b_free,35,1e-06,0,Haplorhine
RNF180,b_neut,b_free,12,0.21265,0.352,Human
RNF180,b_neut,b_free,41,0.14737,0.177,Homo-Pan
RNF180,b_neut,b_free,34,0.907244,0.877,Primate
RNF180,b_neut,b_free,39,0.523381,0.54,Great Ape
RNF180,b_neut,b_free,35,0.333378,0,Haplorhine
RNF181,b_neut,b_free,12,0.418639,999,Human
RNF181,b_neut,b_free,41,0.998872,0.584,Homo-Pan
RNF181,b_neut,b_free,34,0.582218,0.232,Primate
RNF181,b_neut,b_free,39,0.998872,0.78,Great Ape
RNF181,b_neut,b_free,35,1,0.774,Haplorhine
RNF182,b_neut,b_free,12,0.023407,0,Human
RNF182,b_neut,b_free,41,1,0.566,Homo-Pan
RNF182,b_neut,b_free,34,0.15717,0,Primate
RNF182,b_neut,b_free,39,0.983227,0,Great Ape
RNF182,b_neut,b_free,35,0.016915,0,Haplorhine
RNF183,b_neut,b_free,12,0.864203,0.818,Human
RNF183,b_neut,b_free,41,1,0.664,Homo-Pan
RNF183,b_neut,b_free,34,0.374304,0.278,Primate
RNF183,b_neut,b_free,39,0.07363,0,Great Ape
RNF183,b_neut,b_free,35,0.991708,1.097,Haplorhine
RNF185,b_neut,b_free,12,0.997743,0.568,Human
RNF185,b_neut,b_free,41,0.983341,0.036,Homo-Pan
RNF185,b_neut,b_free,34,0.981842,0,Primate
RNF185,b_neut,b_free,39,0.99382,0,Great Ape
RNF185,b_neut,b_free,35,1,5.425,Haplorhine
RNF186,b_neut,b_free,12,0.98972,258.887,Human
RNF186,b_neut,b_free,41,0.664964,0,Homo-Pan
RNF186,b_neut,b_free,34,0.66639,999,Primate
RNF186,b_neut,b_free,39,0.983572,0,Great Ape
RNF186,b_neut,b_free,35,0.213671,0.087,Haplorhine
RNF187,b_neut,b_free,11,1,0.616,Human
RNF187,b_neut,b_free,38,0.998404,0.616,Homo-Pan
RNF187,b_neut,b_free,31,0.992431,0.62,Primate
RNF187,b_neut,b_free,36,0.100455,0,Great Ape
RNF187,b_neut,b_free,32,0.001895,0,Haplorhine
RNF19A,b_neut,b_free,12,0.01711,0,Human
RNF19A,b_neut,b_free,41,0.003551,0,Homo-Pan
RNF19A,b_neut,b_free,34,0.829085,0.282,Primate
RNF19A,b_neut,b_free,39,0.13542,0,Great Ape
RNF19A,b_neut,b_free,35,0.004665,0.074,Haplorhine
RNF19B,b_neut,b_free,12,0.127586,0.25,Human
RNF19B,b_neut,b_free,41,0.121671,0,Homo-Pan
RNF19B,b_neut,b_free,34,0.002951,0,Primate
RNF19B,b_neut,b_free,39,0.082572,0,Great Ape
RNF19B,b_neut,b_free,35,0.325362,0,Haplorhine
RNF2,b_neut,b_free,12,0.997015,0.564,Human
RNF2,b_neut,b_free,41,0.094621,0,Homo-Pan
RNF2,b_neut,b_free,34,0.018025,0,Primate
RNF2,b_neut,b_free,39,0.021911,0,Great Ape
RNF2,b_neut,b_free,35,0.048858,0,Haplorhine
RNF20,b_neut,b_free,12,5.7e-05,0,Human
RNF20,b_neut,b_free,41,1,0.566,Homo-Pan
RNF20,b_neut,b_free,34,0.00778,0.082,Primate
RNF20,b_neut,b_free,39,0.001159,0,Great Ape
RNF20,b_neut,b_free,35,0.018987,0,Haplorhine
RNF207,b_neut,b_free,12,0.253721,0.414,Human
RNF207,b_neut,b_free,41,0.998872,0.564,Homo-Pan
RNF207,b_neut,b_free,34,0.747493,3.17,Primate
RNF207,b_neut,b_free,39,0.00703,0.103,Great Ape
RNF207,b_neut,b_free,35,0.297525,0.192,Haplorhine
RNF208,b_neut,b_free,12,0.002964,0,Human
RNF208,b_neut,b_free,49,0.563831,0,Homo-Pan
RNF208,b_neut,b_free,33,0.032489,0,Primate
RNF208,b_neut,b_free,47,0.025238,0.064,Great Ape
RNF208,b_neut,b_free,34,0.002806,0.064,Haplorhine
RNF212,b_neut,b_free,11,0.361255,0.394,Human
RNF212,b_neut,b_free,39,0.195781,999,Homo-Pan
RNF212,b_neut,b_free,32,0.653633,0.109,Primate
RNF212,b_neut,b_free,37,0.171795,0,Great Ape
RNF212,b_neut,b_free,33,0.661272,999,Haplorhine
RNF212B,b_neut,b_free,12,0.080828,0,Human
RNF212B,b_neut,b_free,41,0.897729,0.85,Homo-Pan
RNF212B,b_neut,b_free,34,0.166046,0.193,Primate
RNF212B,b_neut,b_free,39,0.912042,58.565,Great Ape
RNF212B,b_neut,b_free,35,0.654711,2.604,Haplorhine
RNF214,b_neut,b_free,12,0.795872,1.339,Human
RNF214,b_neut,b_free,41,0.996432,0.564,Homo-Pan
RNF214,b_neut,b_free,34,0.538889,0,Primate
RNF214,b_neut,b_free,39,0.417788,999,Great Ape
RNF214,b_neut,b_free,35,0.921424,0,Haplorhine
RNF215,b_neut,b_free,12,0.094436,0,Human
RNF215,b_neut,b_free,41,0.006827,0,Homo-Pan
RNF215,b_neut,b_free,34,0.001478,0.02,Primate
RNF215,b_neut,b_free,39,0.084204,0,Great Ape
RNF215,b_neut,b_free,35,0.226051,13.814,Haplorhine
RNF216,b_neut,b_free,12,0.000362,0,Human
RNF216,b_neut,b_free,41,0.446138,0.384,Homo-Pan
RNF216,b_neut,b_free,34,0.000935,0.054,Primate
RNF216,b_neut,b_free,39,0.032071,0,Great Ape
RNF216,b_neut,b_free,35,0.657021,0.248,Haplorhine
RNF217,b_neut,b_free,12,0.970496,1.044,Human
RNF217,b_neut,b_free,41,0.360065,0,Homo-Pan
RNF217,b_neut,b_free,34,0.050356,0.234,Primate
RNF217,b_neut,b_free,39,1,4.031,Great Ape
RNF217,b_neut,b_free,35,0.411823,295.751,Haplorhine
RNF220,b_neut,b_free,12,0.023073,0,Human
RNF220,b_neut,b_free,41,0.997236,0.564,Homo-Pan
RNF220,b_neut,b_free,34,0.016353,0.04,Primate
RNF220,b_neut,b_free,39,0.867925,0,Great Ape
RNF220,b_neut,b_free,35,0.017152,0,Haplorhine
RNF222,b_neut,b_free,12,0.044539,0.089,Human
RNF222,b_neut,b_free,41,0.997236,0.564,Homo-Pan
RNF222,b_neut,b_free,34,0.130322,0,Primate
RNF222,b_neut,b_free,39,0.45155,0.135,Great Ape
RNF222,b_neut,b_free,35,0.679017,999,Haplorhine
RNF223,b_neut,b_free,11,0.005002,0.11,Human
RNF223,b_neut,b_free,39,0.066855,0.183,Homo-Pan
RNF223,b_neut,b_free,32,0.015891,0.135,Primate
RNF223,b_neut,b_free,37,0.08676,0.155,Great Ape
RNF223,b_neut,b_free,33,0.866588,999,Haplorhine
RNF224,b_neut,b_free,12,0.301322,999,Human
RNF224,b_neut,b_free,41,0.091834,0,Homo-Pan
RNF224,b_neut,b_free,34,0.983038,1.108,Primate
RNF224,b_neut,b_free,39,0.339858,0.275,Great Ape
RNF224,b_neut,b_free,35,1,6.008,Haplorhine
RNF225,b_neut,b_free,11,0.089496,0.129,Human
RNF225,b_neut,b_free,38,0.349436,999,Homo-Pan
RNF225,b_neut,b_free,31,0.093271,0.044,Primate
RNF225,b_neut,b_free,36,0.122437,0.215,Great Ape
RNF225,b_neut,b_free,32,0.07637,0,Haplorhine
RNF227,b_neut,b_free,12,0.360389,999,Human
RNF227,b_neut,b_free,41,0.11951,0,Homo-Pan
RNF227,b_neut,b_free,34,0.994707,27.891,Primate
RNF227,b_neut,b_free,39,0.00116,0,Great Ape
RNF227,b_neut,b_free,35,0.011767,0.06,Haplorhine
RNF24,b_neut,b_free,12,0.10693,0,Human
RNF24,b_neut,b_free,41,0.998046,0.566,Homo-Pan
RNF24,b_neut,b_free,34,0.978983,0,Primate
RNF24,b_neut,b_free,39,0.994954,0,Great Ape
