gene,branch,p
SSU72,Human,1
SSUH2,Primate,1
SSUH2,Haplorhine,1
SSUH2,Great Ape,1
SSUH2,Human,1
SSX1,Primate,1
SSX1,Primate,1
SSX1,Human,1
SSX2IP,Homo-Pan,1
SSX2IP,Haplorhine,1
SSX2IP,Primate,1
SSX2IP,Great Ape,1
SSX2IP,Human,1
SSX7,Primate,1
SSX7,Great Ape,1
SSX7,Human,1
ST13,Great Ape,1
ST13,Haplorhine,1
ST13,Primate,1
ST13,Human,1
ST14,Homo-Pan,1
ST14,Haplorhine,1
ST14,Primate,1
ST14,Great Ape,1
ST14,Human,1
ST18,Homo-Pan,0.15929493
ST18,Haplorhine,1
ST18,Primate,1
ST18,Great Ape,1
ST18,Human,1
ST3GAL1,Homo-Pan,1
ST3GAL1,Haplorhine,1
ST3GAL1,Primate,1
ST3GAL1,Human,1
ST3GAL2,Haplorhine,1
ST3GAL2,Primate,0.441224644
ST3GAL2,Great Ape,1
ST3GAL2,Human,1
ST3GAL3,Haplorhine,1
ST3GAL3,Primate,1
ST3GAL3,Human,1
ST3GAL4,Haplorhine,1
ST3GAL4,Primate,1
ST3GAL4,Great Ape,1
ST3GAL4,Human,1
ST3GAL5,Homo-Pan,1
ST3GAL5,Haplorhine,1
ST3GAL5,Primate,1
ST3GAL5,Human,0.469220719
ST3GAL6,Haplorhine,1
ST3GAL6,Primate,1
ST3GAL6,Human,1
ST6GAL1,Homo-Pan,1
ST6GAL1,Haplorhine,1
ST6GAL1,Primate,1
ST6GAL1,Human,1
ST6GAL2,Homo-Pan,1
ST6GAL2,Haplorhine,1
ST6GAL2,Primate,1
ST6GAL2,Great Ape,1
ST6GAL2,Human,1
ST6GALNAC1,Haplorhine,0.327583344
ST6GALNAC1,Primate,1
ST6GALNAC1,Great Ape,1
ST6GALNAC1,Human,1
ST6GALNAC2,Homo-Pan,1
ST6GALNAC2,Haplorhine,1
ST6GALNAC2,Primate,1
ST6GALNAC2,Human,1
ST6GALNAC3,Homo-Pan,0.304733918
ST6GALNAC3,Haplorhine,1
ST6GALNAC3,Primate,1
ST6GALNAC3,Great Ape,1
ST6GALNAC3,Human,1
ST6GALNAC4,Homo-Pan,1
ST6GALNAC4,Haplorhine,1
ST6GALNAC4,Primate,1
ST6GALNAC4,Human,1
ST6GALNAC5,Homo-Pan,1
ST6GALNAC5,Haplorhine,1
ST6GALNAC5,Primate,1
ST6GALNAC5,Great Ape,0.315974532
ST6GALNAC5,Human,1
ST6GALNAC6,Haplorhine,1
ST6GALNAC6,Primate,1
ST6GALNAC6,Human,0
ST7,Haplorhine,1
ST7,Primate,1
ST7,Human,1
ST7L,Homo-Pan,1
ST7L,Haplorhine,1
ST7L,Primate,1
ST7L,Great Ape,1
ST7L,Human,1
ST8SIA1,Primate,1
ST8SIA1,Haplorhine,1
ST8SIA1,Great Ape,1
ST8SIA1,Human,1
ST8SIA2,Homo-Pan,1
ST8SIA2,Haplorhine,1
ST8SIA2,Primate,1
ST8SIA2,Human,1
ST8SIA3,Haplorhine,1
ST8SIA3,Primate,1
ST8SIA3,Human,1
ST8SIA4,Homo-Pan,1
ST8SIA4,Haplorhine,1
ST8SIA4,Primate,1
ST8SIA4,Great Ape,1
ST8SIA4,Human,1
ST8SIA5,Haplorhine,1
ST8SIA5,Primate,1
ST8SIA5,Great Ape,1
ST8SIA5,Human,1
ST8SIA6,Homo-Pan,0.161872275
ST8SIA6,Haplorhine,1
ST8SIA6,Primate,1
ST8SIA6,Human,1
STAB1,Homo-Pan,1
STAB1,Haplorhine,1
STAB1,Primate,1
STAB1,Great Ape,1
STAB1,Human,1
STAB2,Homo-Pan,1
STAB2,Haplorhine,1
STAB2,Primate,1
STAB2,Great Ape,1
STAB2,Human,1
STAC,Haplorhine,1
STAC,Primate,1
STAC,Human,1
STAC2,Homo-Pan,1
STAC2,Haplorhine,1
STAC2,Primate,1
STAC2,Great Ape,1
STAC2,Human,0.000848311
STAC3,Haplorhine,1
STAC3,Primate,1
STAC3,Great Ape,1
STAC3,Human,0.300023012
STAG1,Homo-Pan,1
STAG1,Haplorhine,1
STAG1,Primate,1
STAG1,Great Ape,1
STAG1,Human,1
STAG2,Haplorhine,1
STAG2,Primate,1
STAG2,Great Ape,1
STAG2,Human,1
STAG3,Homo-Pan,1
STAG3,Haplorhine,0.415327495
STAG3,Primate,1
STAG3,Great Ape,1
STAG3,Human,1
STAM,Homo-Pan,1
STAM,Haplorhine,1
STAM,Primate,1
STAM,Great Ape,1
STAM,Human,1
STAM2,Homo-Pan,0.303134022
STAM2,Haplorhine,0.40343545
STAM2,Primate,1
STAM2,Human,1
STAMBP,Haplorhine,0.34304755
STAMBP,Primate,1
STAMBP,Great Ape,0.295103394
STAMBP,Human,1
STAMBPL1,Homo-Pan,1
STAMBPL1,Haplorhine,1
STAMBPL1,Primate,1
STAMBPL1,Great Ape,1
STAMBPL1,Human,1
STAP1,Homo-Pan,1
STAP1,Haplorhine,0.34637498
STAP1,Primate,1
STAP1,Great Ape,1
STAP1,Human,1
STAR,Homo-Pan,0.330433565
STAR,Haplorhine,1
STAR,Primate,1
STAR,Human,1
STARD10,Homo-Pan,1
STARD10,Haplorhine,1
STARD10,Primate,1
STARD10,Human,0.255350157
STARD13,Homo-Pan,1
STARD13,Haplorhine,1
STARD13,Primate,1
STARD13,Great Ape,1
STARD13,Human,1
STARD3,Homo-Pan,1
STARD3,Haplorhine,0.422129623
STARD3,Primate,1
STARD3,Human,1
STARD3NL,Great Ape,1
STARD3NL,Haplorhine,0.468671052
STARD3NL,Primate,1
STARD3NL,Great Ape,1
STARD3NL,Human,1
STARD4,Haplorhine,1
STARD4,Primate,1
STARD4,Human,1
STARD5,Haplorhine,1
STARD5,Primate,1
STARD5,Great Ape,1
STARD5,Human,1
STARD6,Homo-Pan,0.321586329
STARD6,Haplorhine,1
STARD6,Primate,1
STARD6,Great Ape,1
STARD6,Human,0.172587778
STARD7,Homo-Pan,0.299175914
STARD7,Haplorhine,1
STARD7,Primate,1
STARD7,Human,1
STARD8,Homo-Pan,1
STARD8,Haplorhine,1
STARD8,Primate,1
STARD8,Great Ape,1
STARD8,Human,1
STARD9,Homo-Pan,1
STARD9,Haplorhine,1
STARD9,Primate,1
STARD9,Great Ape,0.450538959
STARD9,Human,1
STAT1,Haplorhine,1
STAT1,Primate,1
STAT1,Great Ape,1
STAT1,Human,1
STAT2,Haplorhine,1
STAT2,Primate,1
STAT2,Great Ape,1
STAT2,Human,1
STAT3,Homo-Pan,1
STAT3,Haplorhine,1
STAT3,Primate,1
STAT3,Human,1
STAT4,Homo-Pan,1
STAT4,Haplorhine,1
STAT4,Primate,1
STAT4,Great Ape,1
STAT4,Human,1
STAT5A,Homo-Pan,1
STAT5A,Haplorhine,1
STAT5A,Primate,1
STAT5A,Great Ape,1
STAT5A,Human,1
STAT5B,Homo-Pan,1
STAT5B,Haplorhine,1
STAT5B,Primate,1
STAT5B,Great Ape,1
STAT5B,Human,1
STAT6,Haplorhine,1
STAT6,Primate,1
STAT6,Great Ape,1
STAT6,Human,1
STATH,Primate,0.349225418
STATH,Haplorhine,1
STATH,Great Ape,0.160053409
STATH,Human,0.5
STAU1,Homo-Pan,1
STAU1,Haplorhine,1
STAU1,Primate,1
STAU1,Human,1
STAU2,Haplorhine,1
STAU2,Primate,1
STAU2,Human,1
STC1,Haplorhine,1
STC1,Primate,1
STC1,Human,1
STC2,Haplorhine,0.5
STC2,Primate,1
STC2,Great Ape,1
STC2,Human,1
STEAP1,Haplorhine,1
STEAP1,Primate,1
STEAP1,Great Ape,1
STEAP1,Human,0.297978494
STEAP2,Haplorhine,1
STEAP2,Primate,1
STEAP2,Great Ape,1
STEAP2,Human,1
STEAP3,Homo-Pan,0.34876818
STEAP3,Haplorhine,1
STEAP3,Primate,1
STEAP3,Great Ape,1
STEAP3,Human,1
STEAP4,Haplorhine,1
STEAP4,Primate,1
STEAP4,Great Ape,0.303384296
STEAP4,Human,1
STIL,Homo-Pan,1
STIL,Haplorhine,0.42105709
STIL,Primate,1
STIL,Great Ape,1
STIL,Human,1
STIM1,Haplorhine,1
STIM1,Primate,1
STIM1,Great Ape,1
STIM1,Human,1
STIM2,Haplorhine,1
STIM2,Primate,1
STIM2,Human,1
STIMATE,Homo-Pan,1
STIMATE,Haplorhine,1
STIMATE,Primate,1
STIMATE,Great Ape,1
STIMATE,Human,1
STIP1,Homo-Pan,1
STIP1,Haplorhine,1
STIP1,Primate,1
STIP1,Great Ape,1
STIP1,Human,1
STK10,Homo-Pan,0.34422464
STK10,Haplorhine,1
STK10,Primate,1
STK10,Great Ape,1
STK10,Human,1
STK11,Primate,1
STK11,Haplorhine,1
STK11,Great Ape,1
STK11,Human,1
STK11IP,Homo-Pan,1
STK11IP,Haplorhine,0.5
STK11IP,Primate,1
STK11IP,Great Ape,1
STK11IP,Human,1
STK16,Homo-Pan,1
STK16,Haplorhine,1
STK16,Primate,1
STK16,Human,1
STK17A,Primate,1
STK17A,Haplorhine,1
STK17A,Human,1
STK17B,Haplorhine,1
STK17B,Primate,1
STK17B,Human,0.233527371
STK19,Haplorhine,0.229435461
STK19,Primate,1
STK19,Great Ape,1
STK19,Human,1
STK24,Homo-Pan,1
STK24,Haplorhine,1
STK24,Primate,1
STK24,Great Ape,1
STK24,Human,1
STK25,Haplorhine,1
STK25,Primate,1
STK25,Great Ape,1
STK25,Human,1
STK26,Haplorhine,1
STK26,Primate,1
STK26,Great Ape,1
STK26,Human,1
STK3,Haplorhine,1
STK3,Primate,1
STK3,Human,1
STK31,Homo-Pan,0.187379226
STK31,Haplorhine,0.301494566
STK31,Primate,1
STK31,Great Ape,0.17519947
STK31,Human,1
STK32A,Homo-Pan,0.30204816
STK32A,Haplorhine,1
STK32A,Primate,1
STK32A,Great Ape,1
STK32A,Human,1
STK32B,Homo-Pan,0.323740636
STK32B,Haplorhine,1
STK32B,Primate,1
STK32B,Human,1
STK32C,Primate,1
STK32C,Haplorhine,1
STK32C,Great Ape,1
STK32C,Human,1
STK33,Homo-Pan,0.314063
STK33,Haplorhine,0.486159281
STK33,Primate,1
STK33,Great Ape,0.323150527
STK33,Human,1
STK35,Homo-Pan,1
STK35,Haplorhine,0.468187606
STK35,Primate,1
STK35,Great Ape,1
STK35,Human,1
STK36,Homo-Pan,1
STK36,Haplorhine,0.407534292
STK36,Primate,1
STK36,Great Ape,1
STK36,Human,1
STK38,Homo-Pan,1
STK38,Haplorhine,1
STK38,Primate,1
STK38,Great Ape,1
STK38,Human,1
STK39,Homo-Pan,1
STK39,Haplorhine,0.46478709
STK39,Primate,1
STK39,Great Ape,1
STK39,Human,0.297424976
STK4,Homo-Pan,1
STK4,Haplorhine,1
STK4,Primate,1
STK4,Human,1
STK40,Homo-Pan,1
STK40,Haplorhine,1
STK40,Primate,1
STK40,Great Ape,1
STK40,Human,1
STKLD1,Haplorhine,1
STKLD1,Primate,1
STKLD1,Great Ape,1
STKLD1,Human,1
STMN1,Haplorhine,1
STMN1,Human,1
STMN2,Primate,1
STMN2,Human,1
STMN3,Primate,1
STMN3,Primate,1
STMN3,Primate,1
STMN3,Human,1
STMN4,Homo-Pan,1
STMN4,Haplorhine,0.445182208
STMN4,Primate,1
STMN4,Human,1
STMND1,Haplorhine,1
STMND1,Primate,1
STMND1,Human,0.20196751
STMP1,Homo-Pan,1
STMP1,Human,1
STN1,Haplorhine,0.469833247
STN1,Primate,1
STN1,Great Ape,1
STN1,Human,0.137913738
STOM,Primate,1
STOM,Primate,1
STOM,Primate,1
STOM,Human,1
STOML1,Homo-Pan,1
STOML1,Haplorhine,1
STOML1,Primate,1
STOML1,Human,1
STOML2,Homo-Pan,1
STOML2,Haplorhine,0.480436375
STOML2,Primate,1
STOML2,Great Ape,1
STOML2,Human,1
STOML3,Great Ape,1
STOML3,Homo-Pan,1
STOML3,Primate,1
STOML3,Haplorhine,1
STOML3,Human,1
STON1,Homo-Pan,1
STON1,Haplorhine,1
STON1,Primate,1
STON1,Great Ape,1
STON1,Human,1
STON2,Homo-Pan,1
STON2,Haplorhine,1
STON2,Primate,1
STON2,Great Ape,1
STON2,Human,1
STOX1,Homo-Pan,1
STOX1,Haplorhine,0.435212279
STOX1,Primate,1
STOX1,Great Ape,0.097162467
STOX1,Human,1
STOX2,Homo-Pan,1
STOX2,Haplorhine,1
STOX2,Primate,1
STOX2,Great Ape,1
STOX2,Human,1
STPG1,Homo-Pan,0.295287782
STPG1,Haplorhine,1
STPG1,Primate,1
STPG1,Great Ape,1
STPG1,Human,1
STPG2,Homo-Pan,0.231877669
STPG2,Haplorhine,0.41308469
STPG2,Primate,1
STPG2,Great Ape,0.399419053
STPG2,Human,0.300724275
STPG3,Homo-Pan,1
STPG3,Haplorhine,0.434982733
STPG3,Primate,1
STPG3,Great Ape,0.495670211
STPG3,Human,1
STPG4,Homo-Pan,0.155667321
STPG4,Haplorhine,1
STPG4,Primate,1
STPG4,Human,1
STRA6,Homo-Pan,1
STRA6,Haplorhine,1
STRA6,Primate,1
STRA6,Great Ape,0.36861889
STRA6,Human,0.111303096
STRA8,Haplorhine,0.23607463
STRA8,Primate,1
STRA8,Human,1
STRADA,Homo-Pan,1
STRADA,Haplorhine,1
STRADA,Primate,1
STRADA,Great Ape,1
STRADA,Human,1
STRADB,Homo-Pan,0.218305099
STRADB,Haplorhine,0.494103463
STRADB,Primate,1
STRADB,Human,1
STRAP,Homo-Pan,0.322472296
STRAP,Haplorhine,1
STRAP,Primate,1
STRAP,Human,1
STRBP,Great Ape,1
STRBP,Haplorhine,1
STRBP,Primate,1
STRBP,Human,1
STRC,Homo-Pan,1
STRC,Haplorhine,1
STRC,Primate,1
STRC,Great Ape,0.483124914
STRC,Human,1
STRIP1,Haplorhine,0.39499653
STRIP1,Primate,1
STRIP1,Great Ape,1
STRIP1,Human,1
STRIP2,Haplorhine,1
STRIP2,Primate,1
STRIP2,Great Ape,1
STRIP2,Human,1
STRIT1,Haplorhine,0.317650031
STRIT1,Human,1
STRN,Haplorhine,1
STRN,Primate,1
STRN,Human,1
STRN3,Homo-Pan,1
STRN3,Haplorhine,1
STRN3,Primate,1
STRN3,Human,1
STRN4,Homo-Pan,1
STRN4,Haplorhine,1
STRN4,Primate,1
STRN4,Great Ape,1
STRN4,Human,1
STS,Homo-Pan,0.489321582
STS,Primate,1
STS,Haplorhine,1
STS,Great Ape,1
STS,Human,0.167035557
STT3A,Haplorhine,1
STT3A,Primate,1
STT3A,Great Ape,1
STT3A,Human,1
STT3B,Haplorhine,1
STT3B,Primate,1
STT3B,Great Ape,1
STT3B,Human,1
STUB1,Homo-Pan,1
STUB1,Haplorhine,1
STUB1,Primate,1
STUB1,Great Ape,1
STUB1,Human,1
STX10,Haplorhine,1
STX10,Primate,1
STX10,Human,1
STX11,Haplorhine,0.483340358
STX11,Primate,1
STX11,Great Ape,1
STX11,Human,0.369587113
STX12,Haplorhine,1
STX12,Primate,1
STX12,Human,1
STX16,Homo-Pan,1
STX16,Haplorhine,1
STX16,Primate,1
STX16,Human,1
STX17,Haplorhine,1
STX17,Primate,1
STX17,Great Ape,1
STX17,Human,1
STX18,Homo-Pan,1
STX18,Haplorhine,1
STX18,Primate,1
STX18,Human,1
STX19,Homo-Pan,1
STX19,Haplorhine,1
STX19,Primate,1
STX19,Human,1
STX1B,Haplorhine,1
STX1B,Primate,1
STX1B,Human,1
STX3,Haplorhine,1
STX3,Primate,1
STX3,Human,1
STX4,Haplorhine,1
STX4,Primate,1
STX4,Great Ape,1
STX4,Human,1
STX5,Haplorhine,0.438812383
STX5,Primate,1
STX5,Human,1
STX6,Primate,1
STX6,Human,1
STX7,Homo-Pan,1
STX7,Haplorhine,1
STX7,Primate,1
STX7,Great Ape,1
STX7,Human,1
STX8,Homo-Pan,1
STX8,Haplorhine,1
STX8,Primate,1
STX8,Great Ape,1
STX8,Human,1
STXBP1,Homo-Pan,1
STXBP1,Haplorhine,1
STXBP1,Primate,1
STXBP1,Human,1
STXBP2,Homo-Pan,1
STXBP2,Haplorhine,0.446393428
STXBP2,Primate,1
STXBP2,Great Ape,1
STXBP2,Human,1
STXBP3,Homo-Pan,1
STXBP3,Haplorhine,1
STXBP3,Primate,1
STXBP3,Great Ape,0.317194367
STXBP3,Human,1
STXBP4,Haplorhine,0.169627394
STXBP4,Primate,0.155197466
STXBP4,Great Ape,0.364480458
STXBP4,Human,0.24471357
STXBP5,Haplorhine,1
STXBP5,Primate,1
STXBP5,Great Ape,1
STXBP5,Human,1
STXBP5L,Homo-Pan,1
STXBP5L,Haplorhine,1
STXBP5L,Primate,1
STXBP5L,Great Ape,1
STXBP5L,Human,1
STXBP6,Homo-Pan,1
STXBP6,Haplorhine,1
STXBP6,Primate,1
STXBP6,Great Ape,1
STXBP6,Human,1
STYK1,Homo-Pan,0.295126829
STYK1,Haplorhine,1
STYK1,Primate,1
STYK1,Great Ape,1
STYK1,Human,1
STYX,Great Ape,0.314461209
STYX,Haplorhine,1
STYX,Primate,1
STYX,Human,1
STYXL1,Haplorhine,0.165578517
STYXL1,Primate,1
STYXL1,Great Ape,0.291817535
STYXL1,Human,1
SUB1,Haplorhine,1
SUB1,Great Ape,1
SUB1,Human,1
SUCLA2,Homo-Pan,1
SUCLA2,Haplorhine,1
SUCLA2,Primate,1
SUCLA2,Great Ape,1
SUCLA2,Human,1
SUCLG1,Homo-Pan,1
SUCLG1,Haplorhine,0.4943073
SUCLG1,Primate,1
SUCLG1,Great Ape,1
SUCLG1,Human,0.304316417
SUCLG2,Primate,1
SUCLG2,Primate,1
SUCLG2,Human,1
SUCNR1,Primate,1
SUCNR1,Primate,1
SUCNR1,Human,1
SUCO,Homo-Pan,1
SUCO,Haplorhine,1
SUCO,Primate,1
SUCO,Great Ape,1
SUCO,Human,1
SUDS3,Primate,1
SUDS3,Human,1
SUFU,Homo-Pan,1
SUFU,Haplorhine,1
SUFU,Primate,1
SUFU,Human,1
SUGCT,Haplorhine,1
SUGCT,Primate,1
SUGCT,Great Ape,1
SUGCT,Human,1
SUGP1,Primate,1
SUGP1,Haplorhine,1
SUGP1,Great Ape,1
SUGP1,Homo-Pan,1
SUGP1,Human,1
SUGT1,Haplorhine,1
SUGT1,Primate,1
SUGT1,Human,1
SULF1,Homo-Pan,1
SULF1,Haplorhine,1
SULF1,Primate,1
SULF1,Great Ape,1
SULF1,Human,1
SULF2,Homo-Pan,1
SULF2,Haplorhine,1
SULF2,Primate,1
SULF2,Great Ape,1
SULF2,Human,1
SULT1B1,Homo-Pan,1
SULT1B1,Primate,1
SULT1B1,Haplorhine,1
SULT1B1,Human,1
SULT1C3,Primate,1
SULT1C3,Haplorhine,1
SULT1C3,Human,1
SULT1C4,Primate,1
SULT1C4,Haplorhine,0.000497129
SULT1C4,Great Ape,0.5
SULT1C4,Human,1
SULT1E1,Primate,1
SULT1E1,Haplorhine,1
SULT1E1,Great Ape,1
SULT1E1,Human,1
SULT2B1,Haplorhine,1
SULT2B1,Primate,1
SULT2B1,Great Ape,1
SULT2B1,Human,1
SULT4A1,Haplorhine,1
SULT4A1,Primate,1
SULT4A1,Human,1
SULT6B1,Haplorhine,1
SULT6B1,Primate,1
SULT6B1,Great Ape,1
SULT6B1,Human,1
SUMF1,Haplorhine,1
SUMF1,Primate,1
SUMF1,Great Ape,1
SUMF1,Human,1
SUMF2,Homo-Pan,0.202648144
SUMF2,Haplorhine,0.386471236
SUMF2,Primate,1
SUMF2,Great Ape,0.448462622
SUMF2,Human,0.294568119
SUMO1,Primate,1
SUMO1,Human,1
SUMO2,Haplorhine,1
SUMO2,Primate,1
SUMO2,Human,1
SUMO3,Homo-Pan,0.12482234
SUMO3,Primate,1
SUMO3,Haplorhine,1
SUMO3,Great Ape,1
SUMO3,Human,1
SUN1,Homo-Pan,1
SUN1,Primate,1
SUN1,Haplorhine,1
SUN1,Great Ape,1
SUN1,Human,1
SUN2,Homo-Pan,0.308858195
SUN2,Haplorhine,1
SUN2,Primate,1
SUN2,Great Ape,1
SUN2,Human,1
SUN3,Homo-Pan,0.3404348
SUN3,Haplorhine,0.354819755
SUN3,Primate,1
SUN3,Great Ape,1
SUN3,Human,1
SUN5,Homo-Pan,1
SUN5,Haplorhine,0.372750161
SUN5,Primate,1
SUN5,Great Ape,1
SUN5,Human,0.159377841
SUOX,Haplorhine,1
SUOX,Primate,1
SUOX,Human,1
SUPT16H,Haplorhine,1
SUPT16H,Primate,1
SUPT16H,Great Ape,1
SUPT16H,Human,1
SUPT20H,Homo-Pan,0.303608088
SUPT20H,Haplorhine,1
SUPT20H,Primate,1
SUPT20H,Great Ape,1
SUPT20H,Human,1
SUPT3H,Homo-Pan,1
SUPT3H,Haplorhine,1
SUPT3H,Primate,1
SUPT3H,Human,1
SUPT4H1,Haplorhine,1
SUPT4H1,Primate,1
SUPT4H1,Human,1
SUPT5H,Homo-Pan,1
SUPT5H,Haplorhine,1
SUPT5H,Primate,1
SUPT5H,Great Ape,1
SUPT5H,Human,0.440550472
SUPT6H,Homo-Pan,1
SUPT6H,Haplorhine,1
SUPT6H,Primate,1
SUPT6H,Great Ape,1
SUPT6H,Human,1
SUPT7L,Primate,1
SUPT7L,Human,1
SUPV3L1,Haplorhine,0.376426034
SUPV3L1,Primate,1
SUPV3L1,Great Ape,0.261479458
SUPV3L1,Human,1
SURF1,Homo-Pan,0.295431772
SURF1,Haplorhine,0.292022543
SURF1,Primate,1
SURF1,Great Ape,0.307304118
SURF1,Human,1
SURF2,Haplorhine,0.488345125
SURF2,Primate,1
SURF2,Human,1
SURF4,Haplorhine,1
SURF4,Primate,1
SURF4,Great Ape,1
SURF4,Human,1
SURF6,Primate,1
SURF6,Haplorhine,1
SURF6,Human,0.470614606
SUSD1,Homo-Pan,1
SUSD1,Haplorhine,1
SUSD1,Primate,1
SUSD1,Great Ape,0.298138457
SUSD1,Human,1
SUSD2,Homo-Pan,1
SUSD2,Haplorhine,1
SUSD2,Primate,1
SUSD2,Great Ape,1
SUSD2,Human,1
SUSD3,Homo-Pan,1
SUSD3,Haplorhine,1
SUSD3,Primate,1
SUSD3,Great Ape,0.23298291
SUSD3,Human,1
SUSD4,Haplorhine,1
SUSD4,Primate,1
SUSD4,Great Ape,1
SUSD4,Human,1
SUSD5,Haplorhine,1
SUSD5,Primate,1
SUSD5,Human,1
SUSD6,Homo-Pan,1
SUSD6,Haplorhine,1
SUSD6,Primate,1
SUSD6,Great Ape,1
SUSD6,Human,1
SUV39H1,Haplorhine,1
SUV39H1,Primate,1
SUV39H1,Human,1
SUV39H2,Haplorhine,1
SUV39H2,Primate,1
SUV39H2,Great Ape,1
SUV39H2,Human,1
SUZ12,Homo-Pan,1
SUZ12,Haplorhine,1
SUZ12,Primate,1
SUZ12,Great Ape,1
SUZ12,Human,0.292359156
SV2A,Homo-Pan,1
SV2A,Haplorhine,1
SV2A,Primate,1
SV2A,Great Ape,1
SV2A,Human,1
SV2B,Homo-Pan,1
SV2B,Haplorhine,0.248177676
SV2B,Primate,1
SV2B,Great Ape,1
SV2B,Human,1
SV2C,Homo-Pan,1
SV2C,Haplorhine,1
SV2C,Primate,1
SV2C,Great Ape,1
SV2C,Human,1
SVBP,Haplorhine,1
SVBP,Primate,1
SVBP,Human,1
SVEP1,Homo-Pan,1
SVEP1,Haplorhine,0.451137893
SVEP1,Primate,1
SVEP1,Great Ape,1
SVEP1,Human,1
SVIL,Homo-Pan,1
SVIL,Haplorhine,1
SVIL,Primate,1
SVIL,Great Ape,1
SVIL,Human,1
SVIP,Primate,6.6250661179823e-06
SVIP,Human,1
SVOP,Haplorhine,1
SVOP,Primate,1
SVOP,Great Ape,1
SVOP,Human,1
SVOPL,Homo-Pan,1
SVOPL,Haplorhine,1
SVOPL,Primate,1
SVOPL,Great Ape,1
SVOPL,Human,1
SWAP70,Haplorhine,1
SWAP70,Primate,1
SWAP70,Great Ape,1
SWAP70,Human,1
SWI5,Haplorhine,1
SWI5,Primate,1
SWI5,Human,1
SWSAP1,Great Ape,1
SWSAP1,Haplorhine,0.470571359
SWSAP1,Primate,1
SWSAP1,Great Ape,0.287662452
SWSAP1,Human,1
SWT1,Homo-Pan,0.150447597
SWT1,Haplorhine,1
SWT1,Primate,1
SWT1,Great Ape,1
SWT1,Human,1
SYAP1,Haplorhine,0.472984151
SYAP1,Primate,1
SYAP1,Great Ape,1
SYAP1,Human,1
SYBU,Homo-Pan,0.301976175
SYBU,Haplorhine,1
SYBU,Primate,1
SYBU,Great Ape,0.3591184
SYBU,Human,0.478531752
SYCE1,Primate,1
SYCE1,Haplorhine,1
SYCE1,Homo-Pan,1
SYCE1,Human,1
SYCE1L,Homo-Pan,1
SYCE1L,Haplorhine,1
SYCE1L,Primate,1
SYCE1L,Human,0.425464696
SYCE2,Homo-Pan,1
SYCE2,Haplorhine,0.444220456
SYCE2,Primate,1
SYCE2,Great Ape,1
SYCE2,Human,0.296391066
SYCE3,Haplorhine,1
SYCE3,Primate,1
SYCE3,Human,1
SYCN,Primate,1
SYCN,Human,1
SYCP1,Homo-Pan,1
SYCP1,Haplorhine,0.31236882
SYCP1,Primate,1
SYCP1,Great Ape,0.216763737
SYCP1,Human,1
SYCP2,Homo-Pan,1
SYCP2,Haplorhine,1
SYCP2,Primate,1
SYCP2,Great Ape,1
SYCP2,Human,1
SYCP2L,Homo-Pan,1
SYCP2L,Haplorhine,1
SYCP2L,Primate,1
SYCP2L,Great Ape,0.468833669
SYCP2L,Human,1
SYCP3,Haplorhine,1
SYCP3,Primate,1
SYCP3,Great Ape,1
SYCP3,Human,1
SYDE1,Homo-Pan,0.30108565
SYDE1,Haplorhine,1
SYDE1,Primate,1
SYDE1,Great Ape,1
SYDE1,Human,1
SYDE2,Homo-Pan,0.30204595
SYDE2,Haplorhine,1
SYDE2,Primate,1
SYDE2,Great Ape,0.319272511
SYDE2,Human,1
SYF2,Homo-Pan,1
SYF2,Haplorhine,1
SYF2,Great Ape,1
SYF2,Human,0
SYK,Haplorhine,1
SYK,Primate,1
SYK,Great Ape,1
SYK,Human,1
SYMPK,Homo-Pan,1
SYMPK,Haplorhine,1
SYMPK,Primate,1
SYMPK,Great Ape,1
SYMPK,Human,1
SYN1,Homo-Pan,1
SYN1,Haplorhine,1
SYN1,Primate,1
SYN1,Human,1
SYN2,Homo-Pan,1
SYN2,Haplorhine,1
SYN2,Primate,1
SYN2,Human,1
SYN3,Homo-Pan,1
SYN3,Haplorhine,1
SYN3,Primate,1
SYN3,Human,1
SYNC,Homo-Pan,0.252687051
SYNC,Haplorhine,0.186471301
SYNC,Primate,1
SYNC,Great Ape,0.165936308
SYNC,Human,1
SYNCRIP,Primate,1
SYNCRIP,Primate,1
SYNCRIP,Human,1
SYNDIG1,Homo-Pan,1
SYNDIG1,Haplorhine,1
SYNDIG1,Primate,1
SYNDIG1,Great Ape,1
SYNDIG1,Human,1
SYNDIG1L,Homo-Pan,1
SYNDIG1L,Haplorhine,1
SYNDIG1L,Primate,1
SYNDIG1L,Human,1
SYNE1,Homo-Pan,1
SYNE1,Haplorhine,1
SYNE1,Primate,1
SYNE1,Great Ape,1
SYNE1,Human,1
SYNE2,Homo-Pan,1
SYNE2,Haplorhine,1
SYNE2,Primate,1
SYNE2,Great Ape,1
SYNE2,Human,1
SYNE3,Haplorhine,0.347671118
SYNE3,Primate,1
SYNE3,Great Ape,1
SYNE3,Human,1
SYNE4,Homo-Pan,1
SYNE4,Haplorhine,0.497453749
SYNE4,Primate,1
SYNE4,Great Ape,1
SYNE4,Human,0.47160946
SYNGAP1,Homo-Pan,1
SYNGAP1,Haplorhine,1
SYNGAP1,Primate,1
SYNGAP1,Great Ape,1
SYNGAP1,Human,1
SYNGR1,Great Ape,1
SYNGR1,Haplorhine,1
SYNGR1,Primate,1
